symbol,date,period,Revenue,OtherRevenueTotal,TotalRevenue,CostofRevenueTotal,GrossProfit,SellingGeneralAdminExpensesTotal,ResearchDevelopment,DepreciationAmortization,InterestExpenseIncomeNetOperating,UnusualExpenseIncome,OtherOperatingExpensesTotal,TotalOperatingExpense,OperatingIncome,InterestIncomeExpenseNetNonOperating,GainLossonSaleofAssets,OtherNet,IncomeBeforeTax,IncomeAfterTax,MinorityInterest,EquityInAffiliates,NetIncomeBeforeExtraItems,AccountingChange,DiscontinuedOperations,ExtraordinaryItem,NetIncome,PreferredDividends,IncomeAvailabletoCommonExclExtraItems,IncomeAvailabletoCommonInclExtraItems,BasicWeightedAverageShares,BasicEPSExcludingExtraordinaryItems,BasicEPSIncludingExtraordinaryItems,DilutionAdjustment,DilutedWeightedAverageShares,DilutedEPSExcludingExtraordinaryItems,DilutedEPSIncludingExtraordinaryItems,DividendsperShareCommonStockPrimaryIssue,GrossDividendsCommonStock,NetIncomeafterStockBasedCompExpense,BasicEPSafterStockBasedCompExpense,DilutedEPSafterStockBasedCompExpense,DepreciationSupplemental,TotalSpecialItems,NormalizedIncomeBeforeTaxes,EffectofSpecialItemsonIncomeTaxes,IncomeTaxesExImpactofSpecialItems,NormalizedIncomeAfterTaxes,NormalizedIncomeAvailtoCommon,BasicNormalizedEPS,DilutedNormalizedEPS
BRFS,2012-12-31,12 months ending,25974.60,NA,25974.60,20072.10,5902.50,4224.90,NA,112.20,NA,15.20,212.60,24614.70,1359.90,NA,NA,NA,789.30,804.60,-7.40,NA,797.20,NA,NA,NA,770.00,NA,797.20,770.00,NA,NA,NA,0.00,869.70,0.92,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
BRID,2016-07-08,12 weeks ending,29.89,NA,29.89,17.72,12.17,9.86,NA,NA,NA,NA,NA,27.58,2.31,NA,NA,NA,2.31,1.82,NA,NA,1.82,NA,NA,NA,1.82,NA,1.82,1.82,NA,NA,NA,0.00,9.08,0.20,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20
BRID,2016-04-15,12 weeks ending,31.14,NA,31.14,18.91,12.23,9.76,NA,NA,NA,NA,NA,28.67,2.47,NA,NA,NA,2.47,1.49,NA,NA,1.49,NA,NA,NA,1.49,NA,1.49,1.49,NA,NA,NA,NA,9.08,0.16,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
BRID,2016-01-22,12 weeks ending,36.16,NA,36.16,22.38,13.78,10.68,NA,NA,NA,NA,NA,33.05,3.10,NA,NA,NA,3.10,1.87,NA,NA,1.87,NA,NA,NA,1.87,NA,1.87,1.87,NA,NA,NA,NA,9.08,0.21,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21
BRID,2015-10-30,16 weeks ending,42.55,NA,42.55,26.20,16.36,12.90,NA,NA,NA,NA,NA,39.10,3.45,NA,NA,NA,3.45,10.92,NA,NA,10.92,NA,NA,NA,10.92,NA,10.92,10.92,NA,NA,NA,NA,9.08,1.20,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20
BRID,2015-07-10,12 weeks ending,26.49,NA,26.49,15.87,10.62,8.62,NA,NA,NA,NA,NA,24.49,2.00,NA,NA,NA,2.00,1.85,NA,NA,1.85,NA,NA,NA,1.85,NA,1.85,1.85,NA,NA,NA,NA,9.10,0.20,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20
BRID,2015-10-30,52 weeks ending,130.45,NA,130.45,83.58,46.87,38.75,NA,NA,NA,NA,NA,122.33,8.12,NA,NA,NA,8.12,15.44,NA,NA,15.44,NA,NA,NA,15.44,NA,15.44,15.44,NA,NA,NA,NA,9.10,1.70,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70
BRID,2014-10-31,52 weeks ending,133.40,NA,133.40,94.74,38.66,42.48,NA,1.12,NA,NA,-0.51,137.83,-4.43,NA,NA,NA,-4.43,-4.34,NA,NA,-4.34,NA,NA,NA,-4.34,NA,-4.34,-4.34,NA,NA,NA,NA,9.12,-0.48,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48
BRID,2013-11-01,52 weeks ending,129.00,NA,129.00,83.57,45.44,41.03,NA,1.48,NA,NA,-0.15,125.92,3.08,NA,NA,NA,3.08,2.92,NA,NA,2.92,NA,NA,NA,2.92,NA,2.92,2.92,NA,NA,NA,NA,9.15,0.32,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32
BRID,2012-11-02,53 weeks ending,127.36,NA,127.36,83.06,44.30,41.41,NA,NA,NA,NA,-1.13,123.34,4.02,NA,NA,NA,4.02,3.65,NA,NA,3.65,NA,NA,NA,3.65,NA,3.65,3.65,NA,NA,NA,NA,9.18,0.40,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40
BRKR,2016-09-30,3 months ending,393.90,NA,393.90,208.70,185.20,96.80,37.90,NA,NA,4.60,0.00,348.00,45.90,NA,0.00,0.50,43.00,47.00,-0.50,NA,46.50,NA,NA,NA,46.50,NA,46.50,46.50,NA,NA,NA,0.34,161.50,0.29,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31
BRKR,2016-06-30,3 months ending,371.70,NA,371.70,201.60,170.10,100.90,36.80,NA,NA,12.00,0.00,351.30,20.40,NA,0.00,-0.40,17.80,14.80,-0.30,NA,14.50,NA,NA,NA,14.50,NA,14.50,14.50,NA,NA,NA,NA,162.40,0.09,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15
BRKR,2016-03-31,3 months ending,375.40,NA,375.40,208.60,166.80,92.70,36.10,NA,NA,4.00,0.00,341.40,34.00,NA,NA,-0.20,28.40,23.60,0.00,NA,23.60,NA,NA,NA,23.60,NA,23.60,23.60,NA,NA,NA,NA,164.30,0.14,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
BRKR,2015-12-31,3 months ending,478.20,NA,478.20,266.70,211.50,103.00,36.70,NA,NA,7.30,-6.20,407.50,70.70,NA,0.00,-0.70,67.30,62.00,-0.60,NA,61.40,NA,NA,NA,61.40,NA,61.40,61.40,NA,NA,NA,NA,169.10,0.36,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40
BRKR,2015-09-30,3 months ending,396.10,NA,396.10,228.60,167.50,96.50,34.30,NA,NA,5.90,2.60,367.90,28.20,NA,0.00,0.50,23.60,12.90,-1.10,NA,11.80,NA,NA,NA,11.80,NA,11.80,11.80,NA,NA,NA,NA,168.70,0.07,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
BRKR,2015-12-31,12 months ending,1623.80,NA,1623.80,915.20,708.60,392.60,145.70,NA,NA,14.40,10.20,1478.10,145.70,NA,-0.20,-0.20,128.00,104.90,-3.30,NA,101.60,NA,NA,NA,101.60,NA,101.60,101.60,NA,NA,NA,NA,169.10,0.60,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67
BRKR,2014-12-31,12 months ending,1808.90,NA,1808.90,1045.60,763.30,454.20,174.20,NA,NA,29.50,0.00,1703.50,105.40,NA,8.30,2.10,101.30,59.60,-2.90,NA,56.70,NA,NA,NA,56.70,NA,56.70,56.70,NA,NA,NA,0.00,169.50,0.33,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41
BRKR,2013-12-31,12 months ending,1839.40,NA,1839.40,1034.20,805.20,444.00,190.50,NA,NA,22.50,0.00,1691.20,148.20,NA,0.90,-1.70,124.60,81.80,-1.70,NA,80.10,NA,NA,NA,80.10,NA,80.10,80.10,NA,NA,NA,0.00,168.50,0.48,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
BRKR,2012-12-31,12 months ending,1791.40,NA,1791.40,962.00,829.40,451.50,195.30,NA,NA,26.20,0.40,1635.40,156.00,NA,2.20,0.30,138.30,78.20,-0.70,NA,77.50,NA,NA,NA,77.50,NA,77.50,77.50,NA,NA,NA,0.00,167.40,0.46,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54
BRKL,2016-09-30,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.08,14.27,-0.66,NA,13.62,NA,NA,NA,13.62,NA,13.62,13.62,NA,NA,NA,NA,70.45,0.19,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
BRKL,2016-06-30,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.84,13.37,-0.72,NA,12.65,NA,NA,NA,12.65,NA,12.65,12.65,NA,NA,NA,NA,70.39,0.18,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18
BRKL,2016-03-31,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.24,13.64,-0.83,NA,12.81,NA,NA,NA,12.81,NA,12.81,12.81,NA,NA,NA,NA,70.34,0.18,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18
BRKL,2015-12-31,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.29,14.05,-0.73,NA,13.33,NA,NA,NA,13.33,NA,13.33,13.33,NA,NA,NA,NA,70.32,0.19,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
BRKL,2015-09-30,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.35,13.45,-0.56,NA,12.89,NA,NA,NA,12.89,NA,12.89,12.89,NA,NA,NA,NA,70.24,0.18,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18
BRKL,2015-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.72,52.37,-2.59,NA,49.78,NA,NA,NA,49.78,NA,49.78,49.78,NA,NA,NA,NA,70.24,0.71,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71
BRKL,2014-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.61,45.33,-2.04,NA,43.29,NA,NA,NA,43.29,NA,43.29,43.29,NA,NA,NA,NA,70.05,0.62,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60
BRKL,2013-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.47,37.80,-1.79,NA,36.02,NA,NA,NA,36.02,NA,36.02,36.02,NA,NA,NA,NA,69.88,0.52,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52
BRKL,2012-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.71,38.37,-1.23,NA,37.14,NA,NA,NA,37.14,NA,37.14,37.14,NA,NA,NA,0.00,69.75,0.53,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57
BRS,2016-09-30,3 months ending,357.47,NA,357.47,294.91,62.56,51.27,NA,28.59,NA,9.76,NA,384.35,-26.88,NA,NA,0.15,-35.35,-30.11,0.31,NA,-29.80,NA,NA,NA,-29.80,NA,-29.80,-29.80,NA,NA,NA,0.00,35.07,-0.85,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67
BRS,2016-06-30,3 months ending,369.40,NA,369.40,302.16,67.24,52.59,NA,34.69,NA,10.02,NA,395.63,-26.23,NA,NA,0.07,-43.31,-41.07,0.30,NA,-40.77,NA,NA,NA,-40.77,NA,-40.77,-40.77,NA,NA,NA,0.00,34.99,-1.17,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98
BRS,2016-03-31,3 months ending,381.72,NA,381.72,306.75,74.97,50.34,NA,29.96,NA,34.23,NA,419.64,-37.92,NA,NA,0.06,-44.99,-33.41,8.15,NA,-25.25,NA,NA,NA,-25.25,NA,-25.25,-25.25,NA,NA,NA,0.00,34.92,-0.72,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09
BRS,2015-12-31,3 months ending,419.89,NA,419.89,311.51,108.37,59.51,NA,32.32,NA,2.15,NA,397.81,22.08,NA,NA,0.03,13.19,3.57,-0.37,NA,3.20,NA,NA,NA,3.20,NA,3.20,3.20,NA,NA,NA,0.00,35.30,0.09,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
BRS,2015-09-30,3 months ending,446.91,NA,446.91,334.26,112.65,53.46,NA,37.39,NA,36.28,NA,476.74,-29.83,NA,NA,0.01,-48.44,-45.68,-1.45,NA,-47.13,NA,NA,NA,-47.13,NA,-42.33,-42.33,NA,NA,NA,NA,34.92,-1.21,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54
BRS,2016-03-31,12 months ending,1715.51,NA,1715.51,1309.37,406.15,224.65,NA,136.81,NA,85.80,NA,1756.36,-40.84,NA,NA,0.08,-79.23,-77.15,4.71,NA,-72.44,NA,NA,NA,-72.44,NA,-73.94,-73.94,NA,NA,NA,0.00,34.89,-2.12,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79
BRS,2015-03-31,12 months ending,1858.67,NA,1858.67,1299.56,559.11,254.16,NA,114.29,NA,41.69,NA,1711.46,147.20,NA,NA,0.17,111.47,88.71,-4.41,NA,84.30,NA,NA,NA,84.30,NA,84.30,84.30,NA,NA,NA,NA,35.53,2.37,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65
BRS,2014-03-31,12 months ending,1669.58,NA,1669.58,1186.13,483.45,199.81,NA,95.98,NA,-90.53,NA,1378.68,290.90,NA,NA,0.99,244.99,187.78,-1.04,NA,186.74,NA,NA,NA,186.74,NA,186.74,186.74,NA,NA,NA,NA,36.70,5.09,NA,1.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61
BRS,2013-03-31,12 months ending,1508.47,NA,1508.47,1057.79,450.68,163.39,NA,96.28,NA,6.86,NA,1299.26,209.21,NA,NA,0.25,166.68,131.68,-1.57,NA,130.10,NA,NA,NA,130.10,NA,130.10,130.10,NA,NA,NA,0.00,36.49,3.57,NA,0.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68
BRKS,2016-09-30,3 months ending,157.55,NA,157.55,100.99,56.56,31.59,12.34,NA,NA,2.23,NA,147.15,10.40,NA,NA,-0.29,10.15,9.41,NA,1.13,10.55,NA,NA,NA,10.55,NA,10.55,10.55,NA,NA,NA,NA,69.54,0.15,NA,0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18
BRKS,2016-06-30,3 months ending,147.53,NA,147.53,93.37,54.16,31.85,12.82,NA,NA,1.00,NA,139.04,8.49,NA,NA,-0.34,8.40,8.19,NA,0.38,8.56,NA,NA,NA,8.56,NA,8.56,8.56,NA,NA,NA,NA,69.17,0.12,NA,0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14
BRKS,2016-03-31,3 months ending,135.28,NA,135.28,88.48,46.80,32.69,13.11,NA,NA,7.34,NA,141.62,-6.34,NA,NA,-0.86,-6.43,-84.65,NA,0.71,-83.94,NA,NA,NA,-83.94,NA,-83.94,-83.94,NA,NA,NA,NA,68.56,-1.22,NA,0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15
BRKS,2015-12-31,3 months ending,119.95,NA,119.95,79.40,40.55,34.12,13.28,NA,NA,1.48,NA,128.28,-8.32,NA,NA,-0.33,-8.18,-4.81,NA,0.16,-4.65,NA,NA,NA,-4.65,NA,-4.65,-4.65,NA,NA,NA,NA,68.13,-0.07,NA,0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05
BRKS,2015-09-30,3 months ending,145.76,NA,145.76,92.96,52.80,28.43,13.23,NA,NA,1.00,NA,135.62,10.15,NA,NA,-2.33,8.05,6.41,0.00,0.15,6.56,NA,NA,NA,6.56,NA,6.56,6.56,NA,NA,NA,NA,68.64,0.10,NA,0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11
BRKS,2016-09-30,12 months ending,560.32,NA,560.32,362.24,198.08,130.26,51.54,NA,NA,12.04,NA,556.09,4.24,NA,NA,-0.58,3.95,-71.86,NA,2.38,-69.48,NA,NA,NA,-69.48,NA,-69.48,-69.48,NA,NA,NA,NA,68.51,-1.01,NA,0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.90
BRKS,2015-09-30,12 months ending,552.71,NA,552.71,363.60,189.10,115.27,52.23,NA,NA,4.71,NA,535.82,16.89,NA,NA,-0.21,17.82,14.38,0.00,-0.16,14.22,NA,NA,NA,14.22,NA,14.22,14.22,NA,NA,NA,NA,68.55,0.21,NA,0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26
BRKS,2014-09-30,12 months ending,482.85,NA,482.85,315.11,167.74,111.10,52.65,NA,NA,6.69,NA,485.55,-2.70,NA,NA,0.07,-1.70,0.28,-0.16,1.24,1.36,NA,NA,NA,31.36,NA,1.36,31.36,NA,NA,NA,0.00,67.64,0.02,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
BRKS,2013-09-30,12 months ending,422.44,NA,422.44,288.22,134.22,96.47,46.21,NA,NA,8.34,NA,439.24,-16.80,NA,1.23,-0.12,-14.54,-9.56,-0.07,2.44,-7.18,NA,NA,NA,-2.21,NA,-7.18,-2.21,NA,NA,NA,0.00,65.91,-0.11,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04
BRT,2016-06-30,3 months ending,23.25,NA,23.25,10.94,12.30,2.37,NA,5.87,NA,1.41,NA,26.61,-3.37,NA,10.26,NA,7.28,7.28,-1.80,NA,5.48,NA,NA,NA,5.48,NA,5.48,5.48,NA,NA,NA,NA,13.93,0.39,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24
BRT,2016-03-31,3 months ending,24.86,NA,24.86,10.94,13.92,2.28,NA,5.63,NA,3.62,NA,28.52,-3.66,NA,24.23,NA,20.57,20.57,-9.91,NA,10.66,NA,NA,NA,24.94,NA,10.66,24.94,NA,NA,NA,NA,14.13,0.75,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.70
BRT,2015-12-31,3 months ending,23.21,NA,23.21,12.20,11.01,1.75,NA,5.66,NA,0.06,NA,26.59,-3.38,NA,0.61,NA,-2.77,-2.77,0.74,NA,-2.03,NA,NA,NA,-2.03,NA,-2.03,-2.03,NA,NA,NA,0.00,14.10,-0.14,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18
BRT,2015-09-30,3 months ending,21.02,NA,21.02,11.72,9.30,1.64,NA,6.38,NA,1.59,NA,27.43,-6.41,NA,12.23,NA,5.82,5.82,-2.38,NA,3.44,NA,NA,NA,3.44,NA,3.44,3.44,NA,NA,NA,0.00,14.10,0.24,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51
BRT,2015-06-30,3 months ending,19.79,NA,19.79,10.63,9.16,1.65,NA,4.45,NA,0.00,NA,21.60,-1.81,NA,0.00,NA,-1.81,-1.81,0.93,NA,-0.88,NA,NA,NA,-2.58,NA,-0.88,-2.58,NA,NA,NA,NA,14.10,-0.06,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06
BRT,2015-09-30,12 months ending,82.50,NA,82.50,45.67,36.83,6.68,NA,20.70,NA,1.89,NA,99.11,-16.61,NA,15.01,NA,-1.60,-1.60,-0.78,NA,-2.39,NA,NA,NA,-2.39,NA,-2.39,-2.39,NA,NA,NA,0.00,14.13,-0.17,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.10
BRT,2014-09-30,12 months ending,66.41,NA,66.41,38.87,27.55,6.32,NA,15.58,NA,2.54,NA,83.98,-17.57,NA,0.00,NA,-17.57,-17.57,6.71,NA,-10.85,NA,NA,NA,-9.45,NA,-10.85,-9.45,NA,NA,NA,NA,14.27,-0.76,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58
BRT,2013-09-30,12 months ending,32.00,NA,32.00,17.38,14.62,5.86,NA,7.09,NA,2.64,NA,44.95,-12.95,NA,0.00,NA,-6.94,-6.94,2.92,NA,-4.01,NA,NA,NA,5.01,NA,-4.01,5.01,NA,NA,NA,NA,14.14,-0.28,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10
BRT,2012-09-30,12 months ending,9.89,NA,9.89,6.46,3.43,2.74,NA,2.00,NA,2.41,NA,17.39,-7.50,NA,NA,NA,-5.93,-5.93,2.88,NA,-3.05,NA,NA,NA,4.43,NA,-3.05,4.43,NA,NA,NA,NA,14.04,-0.22,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05
BRSS,2016-09-30,3 months ending,349.10,NA,349.10,296.90,52.20,21.90,NA,NA,NA,20.10,NA,338.90,10.20,NA,NA,-0.40,4.80,4.10,-0.20,0.00,3.90,NA,NA,NA,3.90,NA,3.90,3.90,NA,NA,NA,NA,21.60,0.18,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98
BRSS,2016-06-30,3 months ending,337.90,NA,337.90,296.60,41.30,19.80,NA,NA,NA,0.40,NA,316.80,21.10,NA,NA,-0.20,13.20,8.60,-0.20,0.00,8.40,NA,NA,NA,8.40,NA,8.40,8.40,NA,NA,NA,NA,21.50,0.39,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40
BRSS,2016-03-31,3 months ending,328.90,NA,328.90,279.40,49.50,19.70,NA,NA,NA,2.90,NA,302.00,26.90,NA,NA,0.10,18.90,12.20,0.00,0.00,12.20,NA,NA,NA,12.20,NA,12.20,12.20,NA,NA,NA,NA,21.50,0.57,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65
BRSS,2015-12-31,3 months ending,323.40,NA,323.40,289.90,33.50,19.70,NA,NA,NA,0.80,NA,310.40,13.00,NA,NA,-0.20,3.70,3.50,0.00,0.00,3.50,NA,NA,NA,3.50,NA,3.50,3.50,NA,NA,NA,NA,21.40,0.16,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20
BRSS,2015-09-30,3 months ending,367.70,NA,367.70,325.10,42.60,20.20,NA,NA,NA,2.30,NA,347.60,20.10,NA,NA,-0.20,10.30,7.00,-0.10,0.00,6.90,NA,NA,NA,6.90,NA,6.90,6.90,NA,NA,NA,NA,21.40,0.32,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40
BRSS,2015-12-31,12 months ending,1506.20,NA,1506.20,1335.90,170.30,81.90,1.30,NA,NA,3.10,NA,1422.20,84.00,NA,NA,-0.80,51.40,35.50,-0.20,0.30,35.60,NA,NA,NA,35.60,NA,35.60,35.60,NA,NA,NA,NA,21.40,1.66,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79
BRSS,2014-12-31,12 months ending,1711.40,NA,1711.40,1546.80,164.60,75.30,1.60,NA,NA,0.00,NA,1623.70,87.70,NA,NA,-1.50,47.60,31.00,-0.40,1.10,31.70,NA,NA,NA,31.70,NA,31.70,31.70,NA,NA,NA,NA,21.30,1.49,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50
BRSS,2013-12-31,12 months ending,1758.50,NA,1758.50,1576.20,182.30,109.30,1.50,NA,NA,0.00,NA,1687.00,71.50,NA,NA,-1.20,31.40,9.20,-0.30,1.50,10.40,NA,NA,NA,10.40,NA,10.40,10.40,NA,NA,NA,NA,21.20,0.49,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49
BRSS,2012-12-31,12 months ending,1650.50,NA,1650.50,1467.30,183.20,91.20,1.50,NA,NA,19.60,NA,1579.60,70.90,NA,NA,-1.00,31.10,11.90,-0.40,1.00,12.50,NA,NA,NA,12.50,NA,12.50,12.50,NA,NA,NA,NA,21.10,0.59,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20
BRX,2016-09-30,3 months ending,318.58,NA,318.58,78.85,239.72,24.00,NA,98.34,NA,3.01,NA,204.21,114.37,NA,2.45,-1.37,57.68,57.68,-0.31,0.12,57.49,NA,NA,NA,57.49,NA,57.49,57.49,NA,NA,NA,NA,303.52,0.19,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
BRX,2016-06-30,3 months ending,310.06,NA,310.06,70.10,239.96,28.82,NA,95.82,NA,-0.09,NA,194.64,115.42,NA,7.78,-1.98,65.35,65.35,-1.01,0.12,64.46,NA,NA,NA,64.46,NA,64.46,64.46,NA,NA,NA,NA,300.20,0.21,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
BRX,2016-03-31,3 months ending,323.10,NA,323.10,79.44,243.66,23.46,NA,100.48,NA,0.00,NA,203.38,119.72,NA,0.00,-0.91,61.44,61.44,-1.07,0.11,60.48,NA,NA,NA,60.48,NA,60.48,60.48,NA,NA,NA,NA,302.53,0.20,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20
BRX,2015-12-31,3 months ending,325.55,NA,325.55,82.97,242.58,27.99,NA,102.51,NA,-0.60,NA,212.88,112.67,NA,2.52,-0.23,56.31,56.31,-1.00,0.10,55.41,NA,NA,NA,55.41,NA,55.26,55.26,NA,NA,NA,NA,305.95,0.18,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17
BRX,2015-09-30,3 months ending,313.02,NA,313.02,73.42,239.60,23.98,NA,102.44,NA,-0.14,NA,199.71,113.32,NA,0.00,2.88,54.69,54.69,-1.05,0.13,53.77,NA,NA,NA,53.77,NA,53.77,53.77,NA,NA,NA,NA,298.94,0.18,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18
BRX,2015-12-31,12 months ending,1265.98,NA,1265.98,310.39,955.59,107.99,NA,417.94,NA,-0.71,NA,835.60,430.38,NA,11.74,-0.35,197.08,197.08,-3.82,0.46,193.72,NA,NA,NA,193.72,NA,193.55,193.55,NA,NA,NA,NA,305.02,0.63,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59
