symbol,date,period,Revenue,OtherRevenueTotal,TotalRevenue,CostofRevenueTotal,GrossProfit,SellingGeneralAdminExpensesTotal,ResearchDevelopment,DepreciationAmortization,InterestExpenseIncomeNetOperating,UnusualExpenseIncome,OtherOperatingExpensesTotal,TotalOperatingExpense,OperatingIncome,InterestIncomeExpenseNetNonOperating,GainLossonSaleofAssets,OtherNet,IncomeBeforeTax,IncomeAfterTax,MinorityInterest,EquityInAffiliates,NetIncomeBeforeExtraItems,AccountingChange,DiscontinuedOperations,ExtraordinaryItem,NetIncome,PreferredDividends,IncomeAvailabletoCommonExclExtraItems,IncomeAvailabletoCommonInclExtraItems,BasicWeightedAverageShares,BasicEPSExcludingExtraordinaryItems,BasicEPSIncludingExtraordinaryItems,DilutionAdjustment,DilutedWeightedAverageShares,DilutedEPSExcludingExtraordinaryItems,DilutedEPSIncludingExtraordinaryItems,DividendsperShareCommonStockPrimaryIssue,GrossDividendsCommonStock,NetIncomeafterStockBasedCompExpense,BasicEPSafterStockBasedCompExpense,DilutedEPSafterStockBasedCompExpense,DepreciationSupplemental,TotalSpecialItems,NormalizedIncomeBeforeTaxes,EffectofSpecialItemsonIncomeTaxes,IncomeTaxesExImpactofSpecialItems,NormalizedIncomeAfterTaxes,NormalizedIncomeAvailtoCommon,BasicNormalizedEPS,DilutedNormalizedEPS
BGCP,2015-09-30,3 months ending,685.29,NA,685.29,4.88,680.42,601.24,NA,14.50,NA,1.10,26.80,648.52,36.78,NA,NA,62.45,83.32,54.59,-16.21,NA,38.37,NA,NA,NA,38.37,NA,38.37,38.37,NA,NA,NA,20.17,394.03,0.15,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15
BGCP,2015-12-31,12 months ending,2575.44,NA,2575.44,18.04,2557.39,2406.66,NA,82.00,NA,19.10,110.84,2636.64,-61.20,NA,NA,105.22,388.81,268.32,-141.53,NA,126.79,NA,NA,NA,126.79,NA,126.79,126.79,NA,NA,NA,41.73,335.39,0.50,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54
BGCP,2014-12-31,12 months ending,1787.49,NA,1787.49,12.14,1775.35,1630.55,NA,NA,NA,NA,154.20,1796.88,-9.39,NA,NA,50.72,-3.19,-3.84,7.97,NA,4.13,NA,NA,NA,4.13,NA,4.13,4.13,NA,NA,NA,0.00,328.45,0.01,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
BGCP,2013-12-31,12 months ending,1784.45,NA,1784.45,9.44,1775.00,2080.22,NA,NA,NA,NA,104.17,2193.83,-409.39,NA,NA,NA,265.92,173.75,-102.83,NA,70.92,NA,NA,NA,70.92,NA,70.92,70.92,NA,NA,NA,NA,265.35,0.27,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27
BGCP,2012-12-31,12 months ending,1778.77,NA,1778.77,11.79,1766.98,1600.33,NA,NA,NA,NA,64.25,1676.37,102.40,NA,NA,NA,55.74,35.51,-11.65,NA,23.86,NA,NA,NA,23.86,NA,23.86,23.86,NA,NA,NA,22.38,280.81,0.16,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58
BGFV,2016-10-02,13 weeks ending,279.01,NA,279.01,189.13,89.89,76.30,NA,NA,NA,NA,NA,265.42,13.59,NA,NA,NA,13.27,8.19,NA,NA,8.19,NA,NA,NA,8.19,NA,8.19,8.19,NA,NA,NA,NA,21.73,0.38,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38
BGFV,2016-07-03,13 weeks ending,241.41,NA,241.41,165.15,76.26,72.26,NA,NA,NA,NA,NA,237.41,4.00,NA,NA,NA,3.57,2.12,NA,NA,2.12,NA,NA,NA,2.12,NA,2.12,2.12,NA,NA,NA,NA,21.74,0.10,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10
BGFV,2016-04-03,13 weeks ending,234.53,NA,234.53,163.56,70.97,71.22,NA,NA,NA,NA,NA,234.78,-0.25,NA,NA,NA,-0.71,-1.12,NA,NA,-1.12,NA,NA,NA,-1.12,NA,-1.12,-1.12,NA,NA,NA,NA,21.58,-0.05,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05
BGFV,2016-01-03,14 weeks ending,275.01,NA,275.01,189.17,85.84,78.24,NA,NA,NA,0.20,NA,267.61,7.40,NA,NA,NA,6.86,4.28,NA,NA,4.28,NA,NA,NA,4.28,NA,4.28,4.28,NA,NA,NA,NA,21.78,0.20,NA,0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20
BGFV,2015-09-27,13 weeks ending,270.13,NA,270.13,184.97,85.17,74.87,NA,NA,NA,NA,NA,259.83,10.29,NA,NA,NA,9.86,6.13,NA,NA,6.13,NA,NA,NA,6.13,NA,6.13,6.13,NA,NA,NA,NA,21.85,0.28,NA,0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28
BGFV,2016-01-03,53 weeks ending,1029.10,NA,1029.10,704.13,324.96,298.23,NA,NA,NA,0.20,NA,1002.56,26.54,NA,NA,NA,24.75,15.30,NA,NA,15.30,NA,NA,NA,15.30,NA,15.30,15.30,NA,NA,NA,NA,21.93,0.70,NA,0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70
BGFV,2014-12-28,52 weeks ending,977.86,NA,977.86,664.41,313.45,287.07,NA,NA,NA,1.20,NA,952.68,25.18,NA,NA,NA,23.51,14.88,NA,NA,14.88,NA,NA,NA,14.88,NA,14.88,14.88,NA,NA,NA,NA,22.13,0.67,NA,0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71
BGFV,2013-12-29,52 weeks ending,993.32,NA,993.32,664.58,328.74,237.31,NA,NA,NA,44.00,NA,945.90,47.43,NA,NA,NA,45.68,27.95,NA,NA,27.95,NA,NA,NA,27.95,NA,27.95,27.95,NA,NA,NA,NA,22.08,1.27,NA,0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48
BGFV,2012-12-30,52 weeks ending,940.49,NA,940.49,637.72,302.77,275.50,NA,NA,NA,0.10,1.20,914.52,25.97,NA,NA,NA,23.77,14.91,NA,NA,14.91,NA,NA,NA,14.91,NA,14.91,14.91,NA,NA,NA,0.00,21.62,0.69,NA,0.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69
BGG,2016-10-02,13 weeks ending,286.80,NA,286.80,234.28,52.52,72.06,NA,NA,NA,0.00,-6.46,303.11,-16.31,NA,NA,0.46,-20.36,-14.15,NA,NA,-14.15,NA,NA,NA,-14.15,NA,-14.26,-14.26,NA,NA,NA,NA,42.49,-0.34,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34
BGG,2016-07-03,13 weeks ending,502.19,NA,502.19,405.77,96.42,85.50,NA,NA,NA,5.76,NA,497.03,5.16,NA,NA,4.68,5.60,5.35,NA,NA,5.35,NA,NA,NA,5.35,NA,5.25,5.25,NA,NA,NA,NA,42.67,0.12,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25
BGG,2016-03-27,13 weeks ending,603.75,NA,603.75,476.07,127.67,75.29,NA,NA,NA,8.38,NA,559.74,44.01,NA,NA,0.51,40.03,26.82,NA,NA,26.82,NA,NA,NA,26.82,NA,26.24,26.24,NA,NA,NA,NA,42.89,0.61,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74
BGG,2015-12-27,26 weeks ending,702.84,NA,702.84,556.32,146.51,144.69,NA,NA,NA,6.39,NA,707.41,-4.57,NA,NA,3.84,-10.28,-5.61,NA,NA,-5.61,NA,NA,NA,-5.61,NA,-5.43,-5.43,NA,NA,NA,0.00,42.89,-0.13,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03
BGG,2015-09-27,13 weeks ending,289.46,NA,289.46,237.29,52.17,72.13,NA,NA,NA,3.37,NA,312.79,-23.34,NA,NA,1.46,-26.42,-18.17,NA,NA,-18.17,NA,NA,NA,-18.17,NA,-18.13,-18.13,NA,NA,NA,NA,43.40,-0.42,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37
BGG,2016-07-03,52 weeks ending,1808.78,NA,1808.78,1438.17,370.61,285.48,20.00,NA,NA,20.53,NA,1764.18,44.60,NA,NA,1.80,35.36,26.56,NA,NA,26.56,NA,NA,NA,26.56,NA,26.06,26.06,NA,NA,NA,NA,43.20,0.60,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96
BGG,2015-06-28,52 weeks ending,1894.75,NA,1894.75,1511.36,383.39,270.02,19.90,NA,NA,27.29,NA,1828.57,66.18,NA,NA,1.69,56.96,45.69,NA,NA,45.69,NA,NA,NA,45.69,NA,44.53,44.53,NA,NA,NA,NA,44.44,1.00,NA,0.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49
BGG,2014-06-29,52 weeks ending,1859.06,NA,1859.06,1506.44,352.62,271.67,19.70,NA,NA,15.00,NA,1812.80,46.26,NA,NA,1.54,37.13,28.35,NA,NA,28.35,NA,NA,NA,28.35,NA,27.58,27.58,NA,NA,NA,NA,46.44,0.59,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
BGG,2013-06-30,52 weeks ending,1862.50,NA,1862.50,1514.60,347.90,257.69,18.50,NA,NA,112.28,NA,1903.06,-40.56,NA,NA,1.81,-52.14,-33.66,NA,NA,-33.66,NA,NA,NA,-33.66,NA,-34.26,-34.26,NA,NA,NA,NA,47.17,-0.73,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82
BGNE,2016-09-30,3 months ending,0.00,NA,0.00,NA,NA,4.72,30.11,NA,NA,NA,NA,34.83,-34.83,NA,NA,-0.33,-35.37,-35.49,NA,NA,-35.49,NA,NA,NA,-35.49,NA,-35.49,-35.49,NA,NA,NA,NA,428.14,-0.08,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08
BGNE,2016-06-30,3 months ending,0.39,NA,0.39,NA,NA,3.90,21.12,NA,NA,NA,NA,25.02,-24.63,NA,NA,0.75,-23.99,-24.12,NA,NA,-24.12,NA,NA,NA,-24.12,NA,-24.12,-24.12,NA,NA,NA,NA,427.75,-0.06,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06
BGNE,2016-03-31,3 months ending,0.68,NA,0.68,NA,NA,3.13,17.88,NA,NA,NA,NA,21.01,-20.33,NA,NA,0.31,-21.96,-22.00,NA,NA,-22.00,NA,NA,NA,-22.00,NA,-22.00,-22.00,NA,NA,NA,NA,409.72,-0.05,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05
BGNE,2015-12-31,3 months ending,4.68,NA,4.68,NA,NA,2.95,28.10,NA,NA,0.00,NA,31.05,-26.38,NA,NA,0.35,-27.25,-27.25,0.00,NA,-27.25,NA,NA,NA,-27.25,NA,-27.25,-27.25,NA,NA,NA,NA,409.72,-0.07,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07
BGNE,2015-09-30,3 months ending,1.38,NA,1.38,NA,NA,2.02,13.35,NA,NA,NA,NA,15.37,-13.99,NA,NA,0.07,-14.00,-14.00,0.00,NA,-14.00,NA,NA,NA,-14.00,NA,-14.00,-14.00,NA,NA,NA,0.00,409.72,-0.03,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03
BGNE,2015-12-31,12 months ending,8.82,NA,8.82,NA,NA,7.31,58.25,NA,NA,0.00,NA,65.56,-56.74,NA,NA,1.22,-57.10,-57.10,0.00,NA,-57.10,NA,NA,NA,-57.10,NA,-57.10,-57.10,NA,NA,NA,NA,409.72,-0.14,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14
BGNE,2014-12-31,12 months ending,13.04,NA,13.04,NA,NA,6.93,21.86,NA,NA,-2.88,NA,25.91,-12.87,NA,NA,0.60,-18.55,-18.55,0.27,NA,-18.28,NA,NA,NA,-18.28,NA,-18.28,-18.28,NA,NA,NA,0.00,409.72,-0.04,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05
BGNE,2013-12-31,12 months ending,11.15,NA,11.15,NA,NA,3.14,13.46,NA,NA,0.00,NA,16.61,-5.46,NA,NA,0.58,-7.89,-7.89,0.40,NA,-7.49,NA,NA,NA,-7.49,NA,-7.49,-7.49,NA,NA,NA,0.00,409.72,-0.02,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02
BGS,2016-10-01,13 weeks ending,318.25,NA,318.25,202.82,115.43,42.47,NA,3.27,NA,0.00,NA,248.56,69.69,NA,NA,-0.13,51.59,32.41,NA,NA,32.41,NA,NA,NA,32.41,NA,32.41,32.41,NA,NA,NA,NA,65.04,0.50,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
BGS,2016-07-02,13 weeks ending,306.38,NA,306.38,196.66,109.72,33.89,NA,3.36,NA,5.41,NA,239.31,67.06,NA,NA,0.37,49.01,30.25,NA,NA,30.25,NA,NA,NA,30.25,NA,30.25,30.25,NA,NA,NA,NA,62.87,0.48,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55
BGS,2016-04-02,13 weeks ending,352.98,NA,352.98,237.06,115.92,39.64,NA,3.41,NA,2.84,NA,282.94,70.03,NA,NA,1.93,52.83,33.20,NA,NA,33.20,NA,NA,NA,33.20,NA,33.20,33.20,NA,NA,NA,NA,59.10,0.56,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62
BGS,2016-01-02,13 weeks ending,342.29,NA,342.29,253.73,88.56,36.59,NA,3.18,NA,0.00,NA,293.50,48.79,NA,NA,NA,31.54,10.96,NA,NA,10.96,NA,NA,NA,10.96,NA,10.96,10.96,NA,NA,NA,NA,58.08,0.19,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22
BGS,2015-10-03,13 weeks ending,213.30,NA,213.30,141.70,71.60,27.31,NA,2.73,NA,0.00,NA,171.74,41.56,NA,NA,NA,30.29,19.82,NA,NA,19.82,NA,NA,NA,19.82,NA,19.82,19.82,NA,NA,NA,NA,58.06,0.34,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38
BGS,2016-01-02,52 weeks ending,966.36,NA,966.36,676.79,289.56,105.94,NA,11.26,NA,0.00,NA,793.99,172.37,NA,NA,NA,121.24,69.09,NA,NA,69.09,NA,NA,NA,69.09,NA,69.09,69.09,NA,NA,NA,NA,56.66,1.22,NA,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28
BGS,2015-01-03,53 weeks ending,848.02,NA,848.02,600.25,247.77,85.72,NA,12.69,NA,47.22,NA,737.67,110.35,NA,NA,NA,63.78,40.96,NA,NA,40.96,NA,NA,NA,40.96,NA,40.96,40.96,NA,NA,NA,NA,53.75,0.76,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32
BGS,2013-12-28,52 weeks ending,724.97,NA,724.97,482.05,242.92,71.61,NA,9.88,NA,38.72,NA,602.27,122.70,NA,NA,NA,80.89,52.34,NA,NA,52.34,NA,NA,NA,52.34,NA,52.34,52.34,NA,NA,NA,NA,53.18,0.98,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46
BGS,2012-12-29,52 weeks ending,633.81,NA,633.81,410.47,223.34,65.01,NA,8.13,NA,11.63,NA,495.24,138.57,NA,NA,NA,90.91,59.26,NA,NA,59.26,NA,NA,NA,59.26,NA,59.26,59.26,NA,NA,NA,NA,49.56,1.20,NA,1.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35
BH,2016-09-30,13 weeks ending,216.73,NA,216.73,170.01,46.72,31.25,NA,5.88,NA,NA,NA,207.13,9.60,NA,NA,NA,-104.26,-60.13,NA,NA,-60.13,NA,NA,NA,-60.13,NA,-60.13,-60.13,NA,NA,NA,NA,1.22,-49.48,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49.48
BH,2016-06-30,13 weeks ending,219.11,NA,219.11,169.47,49.65,32.84,NA,5.35,NA,NA,NA,207.66,11.46,NA,NA,NA,57.08,37.52,NA,NA,37.52,NA,NA,NA,37.52,NA,37.52,37.52,NA,NA,NA,0.00,1.23,30.57,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.57
BH,2016-03-31,13 weeks ending,208.24,NA,208.24,164.91,43.33,30.31,NA,6.05,NA,NA,NA,201.27,6.97,NA,NA,NA,80.74,51.16,NA,NA,51.16,NA,NA,NA,51.16,NA,51.16,51.16,NA,NA,NA,NA,1.24,41.16,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.16
BH,2015-12-31,13 weeks ending,215.22,NA,215.22,168.72,46.50,34.74,NA,5.90,NA,0.00,NA,209.37,5.86,NA,NA,NA,-61.48,-35.15,0.00,NA,-35.15,NA,NA,NA,-35.15,NA,-35.15,-35.15,NA,NA,NA,NA,1.26,-27.95,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.95
BH,2015-09-30,13 weeks ending,218.44,NA,218.44,171.65,46.79,31.73,NA,6.11,NA,NA,NA,209.49,8.95,NA,NA,NA,9.05,9.30,NA,NA,9.30,NA,NA,NA,9.30,NA,9.30,9.30,NA,NA,NA,NA,1.27,7.35,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35
BH,2015-12-31,52 weeks ending,861.45,NA,861.45,678.26,183.19,135.13,NA,24.78,NA,0.00,NA,838.17,23.28,NA,NA,NA,-37.43,-15.84,0.00,NA,-15.84,NA,NA,NA,-15.84,NA,-15.84,-15.84,NA,NA,NA,NA,1.56,-10.18,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.18
BH,2014-12-31,66 weeks ending,1018.26,NA,1018.26,806.20,212.06,159.32,NA,31.73,NA,0.00,NA,997.25,21.01,NA,NA,NA,184.62,119.85,0.00,NA,119.85,NA,NA,NA,119.85,NA,119.85,119.85,NA,NA,NA,NA,1.88,63.77,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.77
BH,2013-09-25,52 weeks ending,755.82,NA,755.82,566.85,188.97,139.83,NA,25.25,NA,1.33,0.80,734.06,21.76,NA,NA,NA,196.39,122.10,-1.90,20.07,140.27,NA,NA,NA,140.27,NA,140.27,140.27,NA,NA,NA,NA,1.54,90.89,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.42
BH,2012-09-26,52 weeks ending,734.26,5.94,740.21,545.14,189.13,124.89,NA,26.42,NA,2.57,-0.03,698.98,41.23,NA,NA,NA,31.20,24.75,-3.15,NA,21.59,NA,NA,NA,21.59,NA,21.59,21.59,NA,NA,NA,NA,1.55,13.91,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.22
BHBK,2016-09-30,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,1.63,NA,NA,1.63,NA,NA,NA,1.63,NA,1.63,1.63,NA,NA,NA,NA,24.31,0.07,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
BHBK,2016-06-30,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,1.36,NA,NA,1.36,NA,NA,NA,1.36,NA,1.36,1.36,NA,NA,NA,NA,24.70,0.05,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
BHBK,2016-03-31,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,1.67,NA,NA,1.67,NA,NA,NA,1.67,NA,1.67,1.67,NA,NA,NA,NA,25.13,0.07,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
BHBK,2015-12-31,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00,2.41,NA,NA,2.41,NA,NA,NA,2.41,NA,2.41,2.41,NA,NA,NA,NA,25.53,0.09,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
BHBK,2015-09-30,3 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,1.81,NA,NA,1.81,NA,NA,NA,1.81,NA,1.81,1.81,NA,NA,NA,NA,26.18,0.07,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
BHBK,2015-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.06,7.23,NA,NA,7.23,NA,NA,NA,7.23,NA,7.23,7.23,NA,NA,NA,NA,26.07,0.28,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28
BHBK,2014-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.81,-0.18,NA,NA,-0.18,NA,NA,NA,-0.18,NA,-0.18,-0.18,NA,NA,NA,NA,26.24,-0.01,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00
BHBK,2013-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,2.66,NA,NA,2.66,NA,NA,NA,2.66,NA,2.66,2.66,NA,NA,NA,0.00,28.47,0.09,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10
BHBK,2012-12-31,12 months ending,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.97,7.85,NA,NA,7.85,NA,NA,NA,7.85,NA,7.85,7.85,NA,NA,NA,0.00,28.47,0.28,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28
BHACU,2016-06-30,3 months ending,NA,NA,0.00,NA,NA,0.06,NA,NA,NA,NA,NA,0.06,-0.06,NA,NA,NA,-0.04,-0.04,NA,NA,-0.04,NA,NA,NA,-0.04,NA,-0.04,-0.04,NA,NA,NA,NA,1.86,-0.02,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02
BHACU,2016-03-31,3 months ending,NA,NA,0.00,NA,NA,0.16,NA,NA,NA,NA,NA,0.16,-0.16,NA,NA,NA,-0.15,-0.15,NA,NA,-0.15,NA,NA,NA,-0.15,NA,-0.15,-0.15,NA,NA,NA,NA,1.84,-0.08,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08
BHACU,2015-12-31,3 months ending,NA,NA,0.00,NA,NA,0.14,NA,NA,NA,NA,NA,0.14,-0.14,NA,NA,NA,-0.14,-0.14,NA,NA,-0.14,NA,NA,NA,-0.14,NA,-0.14,-0.14,NA,NA,NA,0.00,1.83,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08
BHACU,2015-09-30,3 months ending,NA,NA,0.00,NA,NA,0.23,NA,NA,NA,NA,NA,0.23,-0.23,NA,NA,NA,-0.22,-0.22,NA,NA,-0.22,NA,NA,NA,-0.22,NA,-0.22,-0.22,NA,NA,NA,0.00,1.81,-0.12,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12
BHACU,2015-12-31,12 months ending,NA,NA,0.00,NA,NA,0.48,NA,NA,NA,NA,NA,0.48,-0.48,NA,NA,NA,-0.47,-0.47,NA,NA,-0.47,NA,NA,NA,-0.47,NA,-0.47,-0.47,NA,NA,NA,0.00,1.82,-0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26
BHACU,2014-12-31,12 months ending,NA,NA,0.00,NA,NA,0.00,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,NA,0.00,0.00,NA,NA,0.00,NA,NA,NA,0.00,NA,0.00,0.00,NA,NA,NA,0.00,1.00,0.00,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00
BHE,2016-09-30,3 months ending,574.34,NA,574.34,521.52,52.82,28.09,NA,3.17,NA,3.48,NA,556.26,18.08,NA,NA,-0.38,15.97,21.74,NA,NA,21.74,NA,NA,NA,21.74,NA,21.74,21.74,NA,NA,NA,NA,49.41,0.44,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49
BHE,2016-06-30,3 months ending,579.34,NA,579.34,526.66,52.68,31.34,NA,NA,NA,3.60,NA,561.60,17.74,NA,NA,0.07,15.84,12.69,NA,NA,12.69,NA,NA,NA,12.69,NA,12.69,12.69,NA,NA,NA,NA,49.67,0.26,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31
BHE,2016-03-31,3 months ending,549.23,NA,549.23,498.92,50.31,31.25,NA,NA,NA,2.79,NA,532.96,16.27,NA,NA,-0.22,13.97,11.05,NA,NA,11.05,NA,NA,NA,11.05,NA,11.05,11.05,NA,NA,NA,NA,50.29,0.22,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26
BHE,2015-12-31,3 months ending,625.72,NA,625.72,568.92,56.80,28.58,NA,NA,NA,6.31,NA,603.81,21.91,NA,NA,0.44,21.01,39.42,NA,NA,39.42,NA,NA,NA,39.42,NA,39.42,39.42,NA,NA,NA,0.00,51.01,0.77,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85
BHE,2015-09-30,3 months ending,630.19,NA,630.19,575.91,54.28,27.04,NA,NA,NA,1.10,NA,604.04,26.15,NA,NA,-1.12,24.78,20.57,NA,NA,20.57,NA,NA,NA,20.57,NA,20.57,20.57,NA,NA,NA,NA,51.59,0.40,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42
BHE,2015-12-31,12 months ending,2540.87,NA,2540.87,2322.30,218.57,111.74,NA,NA,NA,13.86,NA,2447.90,92.97,NA,NA,-1.14,90.04,95.40,NA,NA,95.40,NA,NA,NA,95.40,NA,95.40,95.40,NA,NA,NA,0.00,52.09,1.83,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00
BHE,2014-12-31,12 months ending,2797.06,NA,2797.06,2577.20,219.86,115.70,NA,NA,NA,4.01,NA,2696.92,100.14,NA,NA,-1.67,98.63,81.24,NA,NA,81.24,NA,NA,NA,81.24,NA,81.24,81.24,NA,NA,NA,0.00,54.22,1.50,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56
