"market","symbol","name","ipoyear","sector","industry","quote"
"NASDAQ","HBAN","Huntington Bancshares Incorporated","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hban"
"NASDAQ","HBANN","Huntington Bancshares Incorporated","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbann"
"NASDAQ","HBANO","Huntington Bancshares Incorporated","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbano"
"NASDAQ","HBANP","Huntington Bancshares Incorporated","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbanp"
"NASDAQ","HBCP","Home Bancorp, Inc.","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbcp"
"NASDAQ","HBHC","Hancock Holding Company","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbhc"
"NASDAQ","HBHCL","Hancock Holding Company","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbhcl"
"NYSE","HBI","Hanesbrands Inc.","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/hbi"
"NASDAQ","HBIO","Harvard Bioscience, Inc.","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/hbio"
"NASDAQ","HBK","Hamilton Bancorp, Inc.","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbk"
"NYSE","HBM","HudBay Minerals Inc","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hbm"
"NYSE","HBM.WS","HudBay Minerals Inc","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hbm.ws"
"NASDAQ","HBMD","Howard Bancorp, Inc.","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbmd"
"NASDAQ","HBNC","Horizon Bancorp (IN)","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbnc"
"NASDAQ","HBP","Huttig Building Products, Inc.","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hbp"
"NYSE","HCA","HCA Holdings, Inc.","2011","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hca"
"NASDAQ","HCAC","Hennessy Capital Acquisition Corp. II","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcac"
"NASDAQ","HCACU","Hennessy Capital Acquisition Corp. II","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcacu"
"NASDAQ","HCACW","Hennessy Capital Acquisition Corp. II","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcacw"
"NASDAQ","HCAP","Harvest Capital Credit Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcap"
"NASDAQ","HCAPL","Harvest Capital Credit Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcapl"
"NASDAQ","HCCI","Heritage-Crystal Clean, Inc.","2008","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/hcci"
"NYSE","HCI","HCI Group, Inc.","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hci"
"NYSE","HCJ","HCI Group, Inc.","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hcj"
"NASDAQ","HCKT","The Hackett Group, Inc.","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hckt"
"NYSE","HCLP","Hi-Crush Partners LP","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp"
"NASDAQ","HCM","Hutchison China MediTech Limited","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hcm"
"NYSE","HCN","Welltower Inc.","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hcn"
"NYSE","HCN^I","Welltower Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcn^i"
"NYSE","HCN^J","Welltower Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcn^j"
"NASDAQ","HCOM","Hawaiian Telcom Holdco, Inc.","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/hcom"
"NYSE","HCP","HCP, Inc.","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hcp"
"NYSE","HCP$","HCP, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcp$"
"NASDAQ","HCSG","Healthcare Services Group, Inc.","1983","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hcsg"
"NYSE","HD","Home Depot, Inc. (The)","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hd"
"NYSE","HDB","HDFC Bank Limited","2001","Finance","Commercial Banks","http://www.nasdaq.com/symbol/hdb"
"NASDAQ","HDNG","Hardinge Inc.","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hdng"
"NASDAQ","HDP","Hortonworks, Inc.","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdp"
"NASDAQ","HDRA","Hydra Industries Acquisition Corp.","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdra"
"NASDAQ","HDRAR","Hydra Industries Acquisition Corp.","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdrar"
"NASDAQ","HDRAU","Hydra Industries Acquisition Corp.","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdrau"
"NASDAQ","HDRAW","Hydra Industries Acquisition Corp.","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdraw"
"NASDAQ","HDS","HD Supply Holdings, Inc.","2013","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hds"
"NASDAQ","HDSN","Hudson Technologies, Inc.","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/hdsn"
"NYSE","HE","Hawaiian Electric Industries, Inc.","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/he"
"NASDAQ","HEAR","Turtle Beach Corporation","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hear"
"NASDAQ","HEES","H&E Equipment Services, Inc.","2006","n/a","n/a","http://www.nasdaq.com/symbol/hees"
"NYSE","HEI","Heico Corporation","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/hei"
"NYSE","HEI.A","Heico Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hei.a"
"NASDAQ","HELE","Helen of Troy Limited","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hele"
"NASDAQ","HEOP","Heritage Oaks Bancorp","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/heop"
"NYSE","HEP","Holly Energy Partners, L.P.","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep"
"NYSE","HEQ","John Hancock Hedged Equity & Income Fund","2011","n/a","n/a","http://www.nasdaq.com/symbol/heq"
"NYSE","HES","Hess Corporation","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hes"
"NYSE","HES^A","Hess Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hes^a"
"NYSE","HE^U","Hawaiian Electric Industries, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/he^u"
"NYSE","HF","HFF, Inc.","2007","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/hf"
"NASDAQ","HFBC","HopFed Bancorp, Inc.","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hfbc"
"NASDAQ","HFBL","Home Federal Bancorp, Inc. of Louisiana","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbl"
"NYSE","HFC","HollyFrontier Corporation","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc"
"NASDAQ","HFWA","Heritage Financial Corporation","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hfwa"
"NYSE","HGG","HHGregg, Inc.","2007","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/hgg"
"NYSE","HGH","Hartford Financial Services Group, Inc. (The)","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hgh"
"NASDAQ","HGSH","China HGS Real Estate, Inc.","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/hgsh"
"NYSE","HGT","Hugoton Royalty Trust","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hgt"
"NYSE","HHC","Howard Hughes Corporation (The)","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hhc"
"NYSE","HHS","Harte-Hanks, Inc.","1993","Technology","Advertising","http://www.nasdaq.com/symbol/hhs"
"NYSE","HHY","Brookfield High Income Fund Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hhy"
"NYSE","HI","Hillenbrand Inc","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/hi"
"NASDAQ","HIBB","Hibbett Sports, Inc.","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hibb"
"NYSE","HIE","Miller/Howard High Income Equity Fund","2014","n/a","n/a","http://www.nasdaq.com/symbol/hie"
"NYSE","HIFR","InfraREIT, Inc.","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hifr"
"NASDAQ","HIFS","Hingham Institution for Savings","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hifs"
"NYSE","HIG","Hartford Financial Services Group, Inc. (The)","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hig"
"NYSE","HIG.WS","Hartford Financial Services Group, Inc. (The)","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hig.ws"
"NASDAQ","HIHO","Highway Holdings Limited","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hiho"
"NYSE","HII","Huntington Ingalls Industries, Inc.","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/hii"
"NASDAQ","HIIQ","Health Insurance Innovations, Inc.","2013","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/hiiq"
"NYSE","HIL","Hill International, Inc.","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/hil"
"NASDAQ","HIMX","Himax Technologies, Inc.","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/himx"
"NYSE","HIO","Western Asset High Income Opportunity Fund, Inc.","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hio"
"NYSE","HIVE","Aerohive Networks, Inc.","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/hive"
"NYSE","HIW","Highwoods Properties, Inc.","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hiw"
"NYSE","HIX","Western Asset High Income Fund II Inc.","1998","n/a","n/a","http://www.nasdaq.com/symbol/hix"
"NYSE","HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjv"
"NYSE","HK","Halcon Resources Corporation","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hk"
"NYSE","HK.WS","Halcon Resources Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hk.ws"
"NYSE","HL","Hecla Mining Company","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl"
"NYSE","HLF","Herbalife LTD.","2004","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/hlf"
"NASDAQ","HLG","Hailiang Education Group Inc.","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hlg"
"NYSE","HLI","Houlihan Lokey, Inc.","2015","Finance","Investment Managers","http://www.nasdaq.com/symbol/hli"
"NASDAQ","HLIT","Harmonic Inc.","1995","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/hlit"
"NYSE","HLS","HealthSouth Corporation","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hls"
"NYSE","HLS.WS","HealthSouth Corporation","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hls.ws"
"NYSE","HLT","Hilton Worldwide Holdings Inc.","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hlt"
"NYSE","HLX","Helix Energy Solutions Group, Inc.","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hlx"
"NYSE","HL^B","Hecla Mining Company","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl^b"
"NYSE","HMC","Honda Motor Company, Ltd.","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/hmc"
"NASDAQ","HMHC","Houghton Mifflin Harcourt Company","2013","Consumer Services","Books","http://www.nasdaq.com/symbol/hmhc"
"NYSE","HMLP","Hoegh LNG Partners LP","2014","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hmlp"
"NYSE","HMN","Horace Mann Educators Corporation","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hmn"
"NASDAQ","HMNF","HMN Financial, Inc.","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hmnf"
"NASDAQ","HMNY","Helios and Matheson Analytics Inc","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hmny"
"NASDAQ","HMST","HomeStreet, Inc.","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/hmst"
"NASDAQ","HMSY","HMS Holdings Corp","1992","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hmsy"
"NASDAQ","HMTA","HomeTown Bankshares Corporation","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hmta"
"NASDAQ","HMTV","Hemisphere Media Group, Inc.","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/hmtv"
"NYSE","HMY","Harmony Gold Mining Company Limited","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hmy"
"NASDAQ","HNH","Handy & Harman Ltd.","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/hnh"
"NYSE","HNI","HNI Corporation","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni"
"NASDAQ","HNNA","Hennessy Advisors, Inc.","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/hnna"
"NYSE","HNP","Huaneng Power International, Inc.","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/hnp"
"NYSE","HNR","Harvest Natural Resources Inc","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hnr"
"NASDAQ","HNRG","Hallador Energy Company","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/hnrg"
"NASDAQ","HOFT","Hooker Furniture Corporation","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hoft"
"NYSE","HOG","Harley-Davidson, Inc.","n/a","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/hog"
"NASDAQ","HOLI","Hollysys Automation Technologies, Ltd.","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/holi"
"NASDAQ","HOLX","Hologic, Inc.","1990","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/holx"
"NASDAQ","HOMB","Home BancShares, Inc.","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/homb"
"NYSE","HOME","At Home Group Inc.","2016","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/home"
"NYSE","HON","Honeywell International Inc.","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hon"
"NASDAQ","HONE","HarborOne Bancorp, Inc.","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/hone"
"NASDAQ","HOPE","Hope Bancorp, Inc.","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hope"
"NYSE","HOS","Hornbeck Offshore Services","2004","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hos"
"NASDAQ","HOTR","Chanticleer Holdings, Inc.","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotr"
"NASDAQ","HOTRW","Chanticleer Holdings, Inc.","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotrw"
"NYSE","HOV","Hovnanian Enterprises Inc","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hov"
"NASDAQ","HOVNP","Hovnanian Enterprises Inc","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovnp"
"NYSE","HP","Helmerich & Payne, Inc.","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hp"
"NYSE","HPE","Hewlett Packard Enterprise Company","2015","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpe"
"NYSE","HPF","John Hancock Pfd Income Fund II","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpf"
"NYSE","HPI","John Hancock Preferred Income Fund","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpi"
"NASDAQ","HPJ","Highpower International Inc","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj"
"NYSE","HPP","Hudson Pacific Properties, Inc.","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/hpp"
"NYSE","HPQ","HP Inc.","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpq"
