symbol,date,period,CashEquivalents,ShortTermInvestments,CashandShortTermInvestments,AccountsReceivableTradeNet,ReceivablesOther,TotalReceivablesNet,TotalInventory,PrepaidExpenses,OtherCurrentAssetsTotal,TotalCurrentAssets,PropertyPlantEquipmentTotalGross,AccumulatedDepreciationTotal,GoodwillNet,IntangiblesNet,LongTermInvestments,OtherLongTermAssetsTotal,TotalAssets,AccountsPayable,AccruedExpenses,NotesPayableShortTermDebt,CurrentPortofLTDebtCapitalLeases,OtherCurrentliabilitiesTotal,TotalCurrentLiabilities,LongTermDebt,CapitalLeaseObligations,TotalLongTermDebt,TotalDebt,DeferredIncomeTax,MinorityInterest,OtherLiabilitiesTotal,TotalLiabilities,RedeemablePreferredStockTotal,PreferredStockNonRedeemableNet,CommonStockTotal,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,TreasuryStockCommon,OtherEquityTotal,TotalEquity,TotalLiabilitiesShareholdersEquity,SharesOutsCommonStockPrimaryIssue,TotalCommonSharesOutstanding
BLOX,2015-07-31,As of,103.12,227.71,330.84,45.88,NA,45.88,8.59,8.74,1.72,395.76,44.11,-20.88,33.29,1.92,NA,5.06,459.27,10.04,32.03,0.00,NA,95.13,137.20,NA,NA,0.00,0.00,NA,NA,46.92,184.12,0.00,NA,0.01,438.73,-163.54,NA,-0.04,275.15,459.27,NA,58.84
BLOX,2016-07-31,As of,123.83,134.28,258.11,59.94,NA,59.94,6.04,9.10,3.48,336.68,51.73,-29.73,58.97,20.12,NA,11.34,449.10,11.80,32.49,0.00,NA,122.22,166.51,NA,NA,0.00,0.00,NA,NA,64.08,230.59,0.00,NA,0.01,459.81,-241.34,NA,0.03,218.51,449.10,NA,55.97
BLOX,2015-07-31,As of,103.12,227.71,330.84,45.88,NA,45.88,8.59,8.74,1.72,395.76,44.11,-20.88,33.29,1.92,NA,5.06,459.27,10.04,32.03,0.00,NA,95.13,137.20,NA,NA,0.00,0.00,NA,NA,46.92,184.12,0.00,NA,0.01,438.73,-163.54,NA,-0.04,275.15,459.27,NA,58.84
BLOX,2014-07-31,As of,78.53,191.32,269.85,36.42,NA,36.42,6.34,7.51,NA,320.12,NA,NA,33.29,4.10,NA,4.27,380.57,NA,13.20,0.00,NA,81.96,110.81,NA,NA,0.00,0.00,NA,NA,40.46,151.27,0.00,NA,0.01,365.83,-136.46,NA,-0.08,229.30,380.57,NA,55.06
BLOX,2013-07-31,As of,69.83,139.51,209.34,38.73,NA,38.73,4.48,4.63,2.75,259.92,28.70,-10.33,32.73,5.49,NA,3.95,320.46,6.29,18.56,0.00,NA,68.48,93.34,NA,NA,0.00,0.00,1.05,NA,36.51,130.91,NA,NA,0.01,302.10,-112.54,NA,-0.01,189.55,320.46,NA,51.67
BLUE,2016-09-30,As of,245.15,355.81,600.96,NA,NA,NA,NA,7.88,NA,608.84,142.81,-11.07,13.13,21.63,126.68,16.25,918.26,6.71,50.09,0.00,NA,10.79,67.59,NA,99.99,99.99,99.99,NA,NA,56.17,223.75,NA,NA,0.37,1201.29,-506.31,NA,-0.84,694.51,918.26,NA,37.30
BLUE,2016-06-30,As of,222.63,353.17,575.80,NA,NA,NA,NA,7.09,NA,582.89,118.93,-9.63,13.13,22.57,203.20,10.58,941.67,2.36,26.85,0.00,NA,11.17,40.38,NA,86.63,86.63,86.63,NA,NA,55.37,182.38,NA,NA,0.37,1188.85,-429.29,NA,-0.64,759.29,941.67,NA,37.00
BLUE,2016-03-31,As of,192.59,360.51,553.10,NA,NA,NA,NA,7.87,NA,560.97,104.80,-8.16,13.13,23.52,273.76,10.69,978.70,3.14,23.32,0.00,NA,12.51,38.97,NA,74.41,74.41,74.41,NA,NA,58.81,172.20,NA,NA,0.37,1177.55,-370.44,NA,-0.97,806.51,978.70,NA,36.94
BLUE,2015-12-31,As of,164.27,353.68,517.95,NA,NA,NA,NA,6.02,NA,523.97,89.44,-6.82,13.13,24.46,347.81,10.36,1002.34,6.33,23.10,0.00,NA,10.93,40.37,NA,61.90,61.90,61.90,NA,NA,49.57,151.84,NA,NA,0.37,1166.59,-314.17,NA,-2.29,850.50,1002.34,NA,36.89
BLUE,2015-09-30,As of,417.51,289.95,707.46,NA,NA,NA,NA,4.96,0.73,713.15,67.42,-5.86,13.13,25.40,194.25,10.15,1017.64,3.47,19.45,0.00,NA,10.65,33.58,NA,43.78,43.78,43.78,0.73,NA,50.55,128.63,NA,NA,0.37,1155.48,-266.89,NA,0.05,889.01,1017.64,NA,36.64
BLUE,2015-12-31,As of,164.27,353.68,517.95,NA,NA,NA,NA,6.02,NA,523.97,89.44,-6.82,13.13,24.46,347.81,10.36,1002.34,6.33,23.10,0.00,NA,10.93,40.37,NA,61.90,61.90,61.90,NA,NA,49.57,151.84,NA,NA,0.37,1166.59,-314.17,NA,-2.29,850.50,1002.34,NA,36.89
BLUE,2014-12-31,As of,347.85,125.71,473.56,NA,NA,NA,NA,4.52,1.91,479.99,19.14,-3.40,13.13,28.22,18.45,1.22,556.74,2.95,12.73,0.00,NA,27.30,42.98,NA,NA,0.00,0.00,1.91,NA,20.59,65.48,NA,NA,0.32,638.39,-147.38,NA,-0.07,491.26,556.74,NA,32.34
BLUE,2013-12-31,As of,206.28,NA,206.28,NA,NA,NA,NA,5.01,0.69,211.99,12.37,-1.45,NA,NA,NA,1.48,224.39,4.36,4.16,0.00,NA,26.35,34.87,NA,NA,0.00,0.00,0.69,NA,37.16,72.72,NA,0.00,0.24,250.10,-98.67,NA,NA,151.67,224.39,NA,23.94
BLUE,2012-12-31,As of,67.01,NA,67.01,NA,NA,NA,NA,0.77,0.00,67.78,1.81,-0.53,NA,NA,NA,0.25,69.32,2.17,2.07,0.00,NA,0.39,4.63,NA,NA,0.00,0.00,0.00,NA,0.60,5.23,NA,122.18,0.00,15.27,-73.35,NA,NA,64.09,69.32,NA,0.31
BLPH,2016-09-30,As of,3.93,7.23,11.16,NA,NA,NA,NA,6.37,NA,17.52,NA,NA,NA,NA,NA,3.76,22.78,2.23,2.39,0.00,NA,0.17,4.79,NA,NA,0.00,0.00,NA,NA,NA,4.79,NA,NA,0.14,134.92,-117.07,NA,0.00,18.00,22.78,NA,14.51
BLPH,2016-06-30,As of,1.30,11.92,13.22,NA,NA,NA,NA,5.41,NA,18.63,NA,NA,NA,NA,NA,6.05,26.28,2.02,4.07,0.00,NA,0.13,6.21,NA,NA,0.00,0.00,NA,NA,NA,6.21,NA,NA,0.14,132.80,-112.87,NA,0.00,20.07,26.28,NA,13.92
BLPH,2016-03-31,As of,1.27,16.09,17.36,NA,NA,NA,NA,5.73,NA,23.09,NA,NA,NA,NA,NA,6.44,31.22,0.64,6.52,0.00,NA,0.16,7.32,NA,NA,0.00,0.00,NA,NA,NA,7.32,NA,NA,0.14,131.50,-107.74,NA,0.00,23.90,31.22,NA,13.48
BLPH,2015-12-31,As of,6.26,17.81,24.07,NA,NA,NA,NA,5.38,0.00,29.45,3.42,-1.62,NA,NA,NA,7.16,38.41,1.61,6.31,0.00,NA,0.15,8.07,NA,NA,0.00,0.00,NA,NA,NA,8.07,NA,NA,0.13,130.90,-100.68,NA,-0.02,30.34,38.41,NA,13.13
BLPH,2015-09-30,As of,23.91,17.39,41.30,NA,NA,0.25,NA,1.44,3.86,46.86,3.37,-1.52,NA,NA,NA,0.46,49.16,0.93,6.48,0.00,NA,1.23,8.64,NA,NA,0.00,0.00,NA,NA,NA,8.64,NA,NA,0.13,130.24,-89.85,NA,0.00,40.52,49.16,NA,12.98
BLPH,2015-12-31,As of,6.26,17.81,24.07,NA,NA,NA,NA,5.38,0.00,29.45,3.42,-1.62,NA,NA,NA,7.16,38.41,1.61,6.31,0.00,NA,0.15,8.07,NA,NA,0.00,0.00,NA,NA,NA,8.07,NA,NA,0.13,130.90,-100.68,NA,-0.02,30.34,38.41,NA,13.13
BLPH,2014-12-31,As of,16.82,NA,16.82,NA,NA,NA,NA,1.60,9.26,27.68,2.94,-1.25,NA,NA,NA,4.01,33.39,0.38,9.42,0.00,NA,0.66,10.45,NA,NA,0.00,0.00,NA,NA,0.00,10.45,NA,NA,77.16,NA,-54.22,NA,0.00,22.94,33.39,NA,11.91
BLPH,2013-12-31,As of,0.00,NA,0.00,NA,NA,NA,NA,1.55,0.00,1.55,2.94,-0.86,NA,NA,NA,0.00,3.64,1.37,12.62,0.00,NA,NA,13.99,NA,NA,0.00,0.00,NA,NA,5.38,19.37,NA,NA,NA,NA,-176.51,NA,160.78,-15.74,3.64,NA,11.91
BLPH,2012-12-31,As of,0.00,NA,0.00,NA,NA,NA,NA,0.32,0.00,0.32,1.86,-0.16,NA,NA,NA,1.33,3.35,1.49,9.72,0.00,NA,NA,11.21,NA,NA,0.00,0.00,NA,NA,3.25,14.46,NA,NA,NA,NA,-114.52,NA,103.40,-11.12,3.35,NA,11.91
BLDP,2016-09-30,As of,68.15,NA,68.15,15.02,NA,15.02,24.60,2.17,NA,109.94,NA,NA,40.56,15.37,NA,0.16,182.35,11.17,5.14,0.00,0.60,24.26,41.17,0.55,6.73,7.27,7.87,NA,-3.77,12.28,56.96,NA,NA,977.36,295.25,-1147.65,NA,0.43,125.39,182.35,NA,174.62
BLDP,2016-06-30,As of,41.30,NA,41.30,18.07,NA,18.07,20.86,2.24,NA,82.48,NA,NA,40.56,15.42,NA,0.16,154.67,10.81,3.70,0.00,0.64,21.99,37.15,0.53,6.99,7.52,8.16,NA,-3.51,12.90,54.06,NA,NA,948.33,295.27,-1143.46,NA,0.48,100.61,154.67,NA,156.89
BLDP,2016-03-31,As of,44.29,NA,44.29,11.04,NA,11.04,23.08,3.49,NA,81.89,NA,NA,40.56,15.46,0.01,0.14,153.95,9.71,3.78,0.00,0.98,16.79,31.27,0.54,7.03,7.56,8.54,NA,-3.39,12.97,48.41,NA,NA,948.32,294.49,-1137.65,NA,0.38,105.55,153.95,NA,156.89
BLDP,2015-12-31,As of,40.05,NA,40.05,25.48,NA,25.48,20.37,1.67,NA,87.57,NA,NA,40.56,16.33,0.01,0.14,161.33,9.03,4.14,0.00,1.51,15.51,30.19,NA,6.72,6.72,8.24,NA,-2.84,12.81,46.87,NA,NA,948.21,293.33,-1127.65,NA,0.57,114.46,161.33,NA,156.84
BLDP,2015-09-30,As of,49.15,NA,49.15,9.59,NA,9.59,19.06,1.33,3.82,82.95,NA,NA,36.29,5.00,NA,0.14,140.59,7.64,3.99,0.00,1.11,16.65,29.39,0.51,7.13,7.64,8.75,NA,-3.00,13.24,47.27,NA,NA,929.32,289.92,-1126.47,NA,0.55,93.32,140.59,NA,142.01
BLDP,2015-12-31,As of,40.05,NA,40.05,25.48,NA,25.48,20.37,1.67,NA,87.57,62.45,-45.72,40.56,16.33,0.01,0.14,161.33,9.03,4.14,0.00,1.51,15.51,30.19,NA,6.72,6.72,8.24,NA,-2.84,12.81,46.87,NA,NA,948.21,293.33,-1127.65,NA,0.57,114.46,161.33,NA,156.84
BLDP,2014-12-31,As of,23.67,NA,23.67,13.15,NA,13.15,12.54,1.29,NA,50.65,59.54,-42.85,36.29,24.15,0.01,0.17,127.95,6.03,2.95,0.00,1.54,14.38,24.90,NA,9.23,9.23,10.76,NA,-2.69,14.59,46.02,NA,NA,914.79,288.53,-1121.67,0.00,0.28,81.93,127.95,NA,132.10
BLDP,2013-12-31,As of,30.30,NA,30.30,15.47,NA,15.47,14.09,0.85,NA,60.71,NA,NA,36.29,2.72,0.16,0.17,120.21,2.15,5.13,0.00,1.97,17.18,26.43,0.00,10.77,10.77,12.74,NA,-1.39,12.76,48.57,NA,NA,866.57,296.37,-1091.19,-0.12,0.01,71.65,120.21,NA,110.13
BLDP,2012-12-31,As of,9.77,12.07,21.84,16.37,NA,16.37,11.28,1.01,10.80,61.30,64.15,-39.83,36.29,4.19,0.67,0.19,127.55,NA,2.05,9.36,3.97,19.46,40.09,0.00,13.01,13.01,26.34,NA,-4.41,16.44,65.14,NA,NA,845.63,291.18,-1074.18,-0.31,0.09,62.41,127.55,NA,91.80
BLVD,2016-09-30,As of,NA,NA,1.14,NA,NA,NA,NA,0.10,NA,1.25,NA,NA,NA,NA,370.45,NA,371.70,NA,0.10,0.00,NA,0.32,0.43,NA,NA,0.00,0.00,NA,NA,12.95,13.38,NA,NA,353.32,5.44,-0.44,NA,NA,358.32,371.70,NA,46.25
BLVD,2016-06-30,As of,NA,NA,1.18,NA,NA,NA,NA,0.14,NA,1.32,NA,NA,NA,NA,370.28,NA,371.61,NA,0.09,0.00,NA,0.20,0.29,NA,NA,0.00,0.00,NA,NA,12.95,13.24,NA,NA,353.37,5.39,-0.39,NA,NA,358.37,371.61,NA,46.25
BLVD,2016-03-31,As of,NA,NA,1.28,NA,NA,NA,NA,0.19,NA,1.47,NA,NA,NA,NA,370.13,NA,371.60,NA,0.10,0.00,NA,0.15,0.25,NA,NA,0.00,0.00,NA,NA,12.95,13.20,NA,NA,353.40,5.35,-0.36,NA,NA,358.40,371.60,NA,46.25
BLVD,2015-12-31,As of,NA,NA,1.47,NA,NA,NA,NA,0.16,NA,1.63,NA,NA,NA,NA,370.00,NA,371.63,NA,0.03,0.00,NA,0.11,0.14,NA,NA,0.00,0.00,NA,NA,12.95,13.09,NA,NA,353.55,5.21,-0.21,NA,NA,358.55,371.63,NA,46.25
BLVD,2015-09-30,As of,NA,NA,2.03,NA,NA,NA,NA,0.19,NA,2.22,NA,NA,NA,NA,350.00,NA,352.22,NA,0.32,0.20,NA,0.00,0.52,NA,NA,0.00,0.20,NA,NA,12.25,12.77,NA,NA,334.45,5.01,-0.01,NA,NA,339.45,352.22,NA,45.06
BLVD,2015-12-31,As of,NA,NA,1.47,NA,NA,NA,NA,0.16,NA,1.63,NA,NA,NA,NA,370.00,NA,371.63,NA,0.03,0.00,NA,0.11,0.14,NA,NA,0.00,0.00,NA,NA,12.95,13.09,NA,NA,353.55,5.21,-0.21,NA,NA,358.55,371.63,NA,46.25
BLVDU,2016-09-30,As of,NA,NA,1.14,NA,NA,NA,NA,0.10,NA,1.25,NA,NA,NA,NA,370.45,NA,371.70,NA,0.10,0.00,NA,0.32,0.43,NA,NA,0.00,0.00,NA,NA,12.95,13.38,NA,NA,353.32,5.44,-0.44,NA,NA,358.32,371.70,NA,46.25
BLVDU,2016-06-30,As of,NA,NA,1.18,NA,NA,NA,NA,0.14,NA,1.32,NA,NA,NA,NA,370.28,NA,371.61,NA,0.09,0.00,NA,0.20,0.29,NA,NA,0.00,0.00,NA,NA,12.95,13.24,NA,NA,353.37,5.39,-0.39,NA,NA,358.37,371.61,NA,46.25
BLVDU,2016-03-31,As of,NA,NA,1.28,NA,NA,NA,NA,0.19,NA,1.47,NA,NA,NA,NA,370.13,NA,371.60,NA,0.10,0.00,NA,0.15,0.25,NA,NA,0.00,0.00,NA,NA,12.95,13.20,NA,NA,353.40,5.35,-0.36,NA,NA,358.40,371.60,NA,46.25
BLVDU,2015-12-31,As of,NA,NA,1.47,NA,NA,NA,NA,0.16,NA,1.63,NA,NA,NA,NA,370.00,NA,371.63,NA,0.03,0.00,NA,0.11,0.14,NA,NA,0.00,0.00,NA,NA,12.95,13.09,NA,NA,353.55,5.21,-0.21,NA,NA,358.55,371.63,NA,46.25
BLVDU,2015-09-30,As of,NA,NA,2.03,NA,NA,NA,NA,0.19,NA,2.22,NA,NA,NA,NA,350.00,NA,352.22,NA,0.32,0.20,NA,0.00,0.52,NA,NA,0.00,0.20,NA,NA,12.25,12.77,NA,NA,334.45,5.01,-0.01,NA,NA,339.45,352.22,NA,45.06
BLVDU,2015-12-31,As of,NA,NA,1.47,NA,NA,NA,NA,0.16,NA,1.63,NA,NA,NA,NA,370.00,NA,371.63,NA,0.03,0.00,NA,0.11,0.14,NA,NA,0.00,0.00,NA,NA,12.95,13.09,NA,NA,353.55,5.21,-0.21,NA,NA,358.55,371.63,NA,46.25
BLX,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,0.53,NA,7287.08,35.14,5.33,NA,NA,0.14,NA,1831.37,NA,1831.37,3065.26,NA,NA,42.62,6276.21,NA,NA,279.98,120.01,684.45,-69.19,-4.38,1010.87,7287.08,NA,39.16
BLX,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.53,NA,7633.65,28.62,3.43,NA,NA,0.14,NA,2047.17,NA,2047.17,3357.09,NA,NA,44.49,6641.38,NA,NA,279.98,119.16,671.51,-70.60,-7.78,992.27,7633.65,NA,39.10
BLX,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,7669.57,21.53,NA,NA,NA,NA,NA,1861.62,NA,1861.62,3504.77,NA,NA,57.19,6686.53,NA,NA,279.98,119.40,664.29,-71.96,-8.67,983.04,7669.57,NA,38.97
BLX,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,8286.22,17.72,NA,NA,NA,NA,NA,1881.81,NA,1881.81,4426.25,NA,NA,59.75,7314.28,NA,NA,279.98,120.18,655.85,-73.40,-10.68,971.93,8286.22,NA,38.97
BLX,2015-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.10,-17.01,NA,NA,NA,NA,7993.36,22.53,NA,NA,NA,NA,NA,1790.11,NA,1790.11,3849.38,NA,NA,43.38,7031.58,NA,NA,279.98,116.75,657.93,-73.40,-19.48,961.78,7993.36,NA,38.97
BLX,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17,NA,NA,0.43,0.53,NA,8286.22,11.10,27.39,NA,NA,0.15,NA,1881.81,NA,1881.81,4426.25,NA,NA,38.83,7314.28,NA,NA,279.98,120.18,655.85,-73.40,-10.68,971.93,8286.22,NA,38.97
BLX,2014-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,8022.41,NA,14.86,NA,NA,NA,NA,1399.66,NA,1399.66,4392.71,NA,NA,83.09,7111.37,NA,NA,279.98,119.64,596.88,-77.63,-7.84,911.04,8022.41,NA,38.78
BLX,2013-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.35,-13.88,NA,NA,0.53,NA,7471.31,2.47,36.30,NA,NA,NA,NA,1153.87,NA,1153.87,4145.40,NA,49.90,16.83,6613.36,NA,NA,279.98,118.65,553.91,-82.01,-12.57,857.95,7471.31,NA,38.57
BLX,2012-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.50,-11.69,NA,NA,0.96,NA,6756.40,NA,17.94,NA,NA,NA,NA,1905.54,NA,1905.54,3512.94,NA,3.38,44.94,5929.92,NA,NA,279.98,121.42,517.26,-91.45,-0.73,826.48,6756.40,NA,38.15
BMA,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.01,597.86,12.78,NA,136780.43,6955.16,NA,NA,NA,NA,NA,2363.57,NA,2363.57,3119.22,NA,166.16,4879.17,116369.79,NA,NA,584.56,399.50,19398.76,NA,23.31,20410.65,136780.43,NA,584.56
BMA,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.97,553.37,12.73,NA,127981.08,6852.41,NA,NA,NA,643.02,NA,2257.57,NA,2257.57,7217.06,NA,153.47,4268.94,109203.12,NA,NA,584.56,399.50,17710.98,NA,78.40,18777.95,127981.08,NA,584.56
BMA,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.17,477.13,12.67,NA,115697.73,5957.36,NA,NA,NA,NA,NA,2261.98,NA,2261.98,4219.23,NA,138.95,4757.69,98045.47,NA,NA,584.56,399.50,16663.68,NA,NA,17652.26,115697.73,NA,584.56
BMA,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.68,464.42,12.50,NA,104951.96,6087.49,NA,NA,NA,596.25,NA,1972.72,NA,1972.72,2015.48,NA,128.31,4280.53,89075.88,NA,NA,584.56,399.50,14887.51,NA,NA,15876.08,104951.96,NA,584.56
BMA,2015-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.20,419.73,12.39,NA,95606.49,5571.52,NA,NA,NA,596.25,NA,1468.41,NA,1468.41,3321.69,NA,118.56,3150.85,81697.28,NA,NA,584.56,399.50,12898.50,NA,22.15,13909.22,95606.49,NA,584.56
BMA,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.68,464.42,12.50,NA,104951.96,5302.42,785.07,NA,NA,596.25,NA,1972.72,NA,1972.72,2015.48,NA,128.31,4280.53,89075.88,NA,NA,584.56,399.50,14887.51,NA,NA,15876.08,104951.96,NA,584.56
BMA,2014-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.74,364.41,12.74,NA,74995.63,4020.54,424.01,NA,NA,NA,NA,1307.81,NA,1307.81,1543.38,NA,93.00,2960.12,63503.82,NA,NA,589.07,399.50,10503.24,NA,NA,11491.82,74995.63,NA,584.56
BMA,2013-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.79,285.19,14.78,NA,59295.03,2682.82,340.22,NA,NA,NA,NA,1006.30,NA,1006.30,1869.87,NA,69.50,2213.66,50667.60,NA,NA,594.56,398.75,7629.60,NA,NA,8627.43,59295.03,NA,594.56
BMA,2012-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311.85,-657.85,72.84,5024.33,11.56,NA,48379.00,NA,1499.51,NA,NA,NA,NA,740.19,NA,740.19,1263.37,NA,51.35,168.29,42179.90,NA,NA,594.49,398.75,5205.86,NA,NA,6199.10,48379.00,NA,584.49
BMCH,2016-09-30,As of,6.75,NA,6.75,346.92,NA,373.73,276.79,42.07,NA,699.34,NA,NA,254.83,172.05,NA,19.74,1427.14,185.56,90.60,0.00,10.18,34.81,321.15,372.37,17.50,389.87,400.05,0.00,NA,46.44,757.47,0.00,NA,0.67,647.41,22.76,-1.17,NA,669.67,1427.14,NA,66.40
BMCH,2016-06-30,As of,6.00,NA,6.00,343.36,NA,372.73,267.37,37.27,NA,683.37,NA,NA,254.96,177.40,NA,18.05,1414.55,175.45,92.78,0.00,9.08,40.45,317.76,376.63,15.37,392.00,401.08,1.05,NA,45.25,756.07,0.00,NA,0.67,645.42,13.53,-1.14,NA,658.48,1414.55,NA,66.40
BMCH,2016-03-31,As of,4.36,NA,4.36,329.10,NA,363.51,254.12,29.83,NA,651.83,NA,NA,254.62,182.69,NA,20.75,1390.71,177.96,84.46,0.00,9.41,34.59,306.42,399.08,16.87,415.96,425.37,0.00,NA,44.30,766.68,NA,NA,0.65,628.77,-4.45,-0.95,NA,624.02,1390.71,NA,65.40
BMCH,2015-12-31,As of,1.09,NA,1.09,303.18,NA,337.09,243.96,31.82,NA,613.96,NA,NA,254.66,187.94,NA,18.60,1371.14,135.63,98.77,0.00,10.13,33.78,278.31,400.22,16.50,416.71,426.84,3.02,NA,44.17,742.21,NA,NA,0.65,626.40,2.30,-0.43,NA,628.93,1371.14,NA,65.30
BMCH,2015-09-30,As of,5.38,NA,5.38,138.41,NA,148.91,108.73,13.86,2.59,279.46,NA,NA,7.19,20.78,NA,2.21,397.93,83.38,40.20,0.00,3.31,6.55,133.43,76.46,12.22,88.68,91.99,13.08,NA,9.45,244.64,0.00,NA,0.26,149.48,3.73,-0.18,NA,153.29,397.93,NA,26.20
BMCH,2015-12-31,As of,1.09,NA,1.09,303.18,NA,337.09,243.96,31.82,NA,613.96,NA,NA,254.66,187.94,NA,18.60,1371.14,135.63,98.77,0.00,10.13,33.78,278.31,400.22,16.50,416.71,426.84,3.02,NA,44.17,742.21,NA,NA,0.65,626.40,2.30,-0.43,NA,628.93,1371.14,NA,65.30
BMCH,2014-12-31,As of,63.26,NA,63.26,126.65,NA,147.38,104.54,6.80,36.11,358.10,205.77,-65.33,1.14,0.00,NA,88.84,588.51,46.28,28.34,0.00,7.55,40.34,122.51,255.29,7.27,262.56,270.11,0.00,NA,24.36,409.43,NA,NA,0.40,174.20,7.13,-2.65,NA,179.08,588.51,NA,39.00
BMCH,2013-12-31,As of,1.14,NA,1.14,111.28,NA,124.09,91.30,4.45,6.16,227.13,133.56,-77.52,7.19,24.79,NA,3.39,318.54,64.98,14.86,0.00,1.24,21.86,102.93,59.07,6.01,65.08,66.32,15.50,NA,7.35,190.86,0.00,0.00,0.26,144.57,-17.15,NA,NA,127.68,318.54,NA,26.11
BMCH,2012-12-31,As of,2.69,NA,2.69,90.30,NA,98.07,73.92,6.08,13.58,194.34,127.61,-72.54,6.51,25.86,NA,4.21,286.01,74.23,9.31,72.22,1.33,21.66,178.75,NA,5.63,5.63,79.18,16.98,NA,9.01,210.37,36.48,5.00,0.14,46.53,-12.52,NA,NA,75.64,286.01,NA,14.46
BMRA,2016-08-31,As of,1.82,NA,1.82,0.97,NA,0.97,1.85,0.13,NA,4.77,1.80,-1.46,NA,0.23,0.17,0.10,5.61,0.26,0.18,0.00,NA,0.00,0.44,NA,NA,0.00,0.00,NA,NA,NA,0.44,NA,0.00,0.65,19.40,-14.87,NA,-0.01,5.17,5.61,NA,8.17
BMRA,2016-05-31,As of,1.89,NA,1.89,0.97,NA,0.97,1.86,0.11,NA,4.84,1.80,-1.42,NA,0.25,0.17,0.10,5.73,0.33,0.17,0.00,NA,0.01,0.51,NA,NA,0.00,0.00,NA,NA,NA,0.51,NA,0.00,0.65,19.40,-14.82,NA,-0.01,5.22,5.73,NA,8.17
BMRA,2016-02-29,As of,0.86,NA,0.86,0.92,NA,0.92,2.10,0.10,NA,3.98,1.78,-1.38,NA,0.26,0.17,1.07,5.88,NA,0.16,0.00,NA,0.01,0.49,NA,NA,0.00,0.00,NA,NA,NA,0.49,NA,0.00,0.61,18.38,-13.59,NA,-0.01,5.39,5.88,NA,7.66
BMRA,2015-11-30,As of,0.64,NA,0.64,1.17,NA,1.17,2.24,0.11,NA,4.16,1.74,-1.35,NA,0.28,0.17,0.94,5.94,0.29,0.15,0.00,NA,0.02,0.47,NA,NA,0.00,0.00,NA,NA,NA,0.47,NA,0.00,0.61,18.34,-13.46,NA,-0.01,5.47,5.94,NA,7.59
BMRA,2015-08-31,As of,0.89,NA,0.89,1.21,NA,1.21,2.11,0.17,0.07,4.46,1.06,-0.65,NA,0.30,0.17,0.73,6.07,0.38,0.13,0.00,NA,0.03,0.54,NA,NA,0.00,0.00,NA,NA,NA,0.54,NA,NA,0.61,18.33,-13.39,NA,-0.01,5.54,6.07,NA,7.58
BMRA,2016-05-31,As of,1.89,NA,1.89,0.97,NA,0.97,1.86,0.11,NA,4.84,1.80,-1.42,NA,0.25,0.17,0.10,5.73,0.33,0.17,0.00,NA,0.01,0.51,NA,NA,0.00,0.00,NA,NA,NA,0.51,NA,0.00,0.65,19.40,-14.82,NA,-0.01,5.22,5.73,NA,8.17
BMRA,2015-05-31,As of,1.09,NA,1.09,1.11,NA,1.11,2.03,0.16,0.07,4.47,1.71,-1.27,NA,0.32,0.17,0.73,6.12,0.36,0.13,0.00,NA,0.04,0.52,NA,NA,0.00,0.00,NA,NA,NA,0.52,NA,0.00,0.61,18.33,-13.32,NA,-0.01,5.60,6.12,NA,7.57
BMRA,2014-05-31,As of,1.51,NA,1.51,1.45,NA,1.45,1.77,0.10,0.09,4.91,1.78,-1.16,NA,0.38,0.17,0.40,6.47,0.39,0.11,0.00,NA,0.06,0.56,NA,NA,0.00,0.00,NA,NA,NA,0.56,NA,0.00,0.60,18.31,-12.99,NA,-0.01,5.91,6.47,NA,7.54
