symbol,date,period,CashEquivalents,ShortTermInvestments,CashandShortTermInvestments,AccountsReceivableTradeNet,ReceivablesOther,TotalReceivablesNet,TotalInventory,PrepaidExpenses,OtherCurrentAssetsTotal,TotalCurrentAssets,PropertyPlantEquipmentTotalGross,AccumulatedDepreciationTotal,GoodwillNet,IntangiblesNet,LongTermInvestments,OtherLongTermAssetsTotal,TotalAssets,AccountsPayable,AccruedExpenses,NotesPayableShortTermDebt,CurrentPortofLTDebtCapitalLeases,OtherCurrentliabilitiesTotal,TotalCurrentLiabilities,LongTermDebt,CapitalLeaseObligations,TotalLongTermDebt,TotalDebt,DeferredIncomeTax,MinorityInterest,OtherLiabilitiesTotal,TotalLiabilities,RedeemablePreferredStockTotal,PreferredStockNonRedeemableNet,CommonStockTotal,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,TreasuryStockCommon,OtherEquityTotal,TotalEquity,TotalLiabilitiesShareholdersEquity,SharesOutsCommonStockPrimaryIssue,TotalCommonSharesOutstanding
CAMP,2014-02-28,As of,19.23,8.50,27.73,36.90,NA,36.90,14.97,5.02,7.62,92.24,23.71,-17.82,15.42,29.13,0.52,36.05,179.26,20.51,6.59,0.00,1.16,13.86,42.12,0.70,NA,0.70,1.86,NA,NA,3.30,46.12,NA,NA,0.36,206.15,-73.30,NA,-0.07,133.15,179.26,NA,35.86
CAMP,2013-02-28,As of,63.10,NA,63.10,19.11,NA,19.11,13.52,4.64,6.40,106.77,18.84,-16.06,1.11,4.60,NA,35.51,150.77,11.87,5.30,0.00,2.26,9.52,28.95,2.43,NA,2.43,4.70,NA,NA,1.84,33.22,NA,NA,0.35,202.37,-85.10,NA,-0.07,117.55,150.77,NA,35.04
CAMT,2016-06-30,As of,23.94,NA,23.94,32.90,NA,33.57,29.39,NA,10.36,97.25,NA,NA,NA,0.86,NA,6.39,118.49,12.12,NA,0.00,NA,31.02,43.14,NA,NA,0.00,0.00,NA,NA,5.64,48.78,NA,NA,0.15,76.23,-4.77,-1.90,NA,69.71,118.49,NA,35.35
CAMT,2016-03-31,As of,25.78,7.88,33.65,31.75,NA,31.75,29.15,NA,2.38,96.94,NA,NA,NA,0.89,NA,5.95,117.37,12.58,NA,0.00,NA,30.81,43.39,NA,NA,0.00,0.00,NA,NA,5.68,49.07,NA,NA,0.15,76.11,-6.06,-1.90,NA,68.31,117.37,NA,35.35
CAMT,2015-12-31,As of,30.83,0.00,30.83,27.00,NA,27.56,27.60,NA,9.76,95.76,NA,NA,0.00,0.80,0.00,6.18,116.27,11.81,NA,0.00,NA,30.71,42.52,NA,NA,0.00,0.00,NA,NA,5.54,48.06,NA,NA,0.15,76.03,-6.08,-1.90,NA,68.20,116.27,NA,35.35
CAMT,2015-09-30,As of,29.18,0.00,29.18,23.39,NA,23.65,28.03,NA,3.01,83.87,NA,NA,1.55,0.88,NA,10.76,110.35,7.51,NA,0.00,NA,18.29,25.80,NA,NA,0.00,0.00,NA,NA,5.01,30.81,NA,NA,0.15,75.57,5.72,-1.90,NA,79.54,110.35,NA,35.15
CAMT,2015-12-31,As of,NA,0.00,30.74,27.00,NA,27.74,27.60,0.60,9.07,95.76,25.32,-11.79,0.00,0.80,0.00,6.18,116.27,11.81,10.53,0.00,NA,20.18,42.52,NA,NA,0.00,0.00,NA,NA,5.54,48.06,NA,NA,0.15,76.03,-6.08,-1.90,NA,68.20,116.27,NA,35.35
CAMT,2014-12-31,As of,NA,8.61,26.74,22.34,NA,23.86,24.65,0.58,1.73,77.56,24.02,-10.99,1.55,0.93,0.73,2.71,96.51,9.49,9.60,0.00,NA,6.68,25.77,NA,NA,0.00,0.00,NA,NA,5.01,30.78,NA,NA,0.13,63.47,4.03,-1.90,NA,65.73,96.51,NA,30.49
CAMT,2013-12-31,As of,NA,6.00,22.41,27.05,NA,27.70,17.91,0.45,2.06,70.54,24.49,-10.01,1.55,1.01,0.73,3.54,91.85,7.75,10.14,0.00,0.00,5.44,23.34,0.00,NA,0.00,0.00,NA,NA,6.62,29.95,NA,NA,0.13,62.97,0.69,-1.90,NA,61.90,91.85,NA,30.41
CAMT,2012-12-31,As of,NA,12.15,25.94,23.08,NA,24.11,18.34,0.43,1.59,70.41,28.83,-13.01,1.58,2.97,0.73,7.50,99.01,7.61,8.70,4.16,1.59,5.15,27.21,0.50,NA,0.50,6.25,NA,NA,10.96,38.67,NA,NA,0.13,61.41,0.69,-1.90,NA,60.34,99.01,NA,29.90
CAPN,2016-06-30,As of,2.50,NA,2.50,0.29,NA,0.29,0.77,0.16,0.04,3.76,NA,NA,0.72,0.87,NA,0.08,5.54,0.96,0.94,0.00,NA,0.00,1.90,NA,NA,0.00,0.00,NA,NA,1.02,2.92,0.00,NA,0.01,95.54,-92.95,NA,NA,2.61,5.54,NA,15.76
CAPN,2016-03-31,As of,6.49,NA,6.49,0.19,NA,0.19,0.65,0.22,0.04,7.58,NA,NA,0.72,0.89,NA,0.08,9.39,1.26,1.32,0.00,NA,0.00,2.58,NA,NA,0.00,0.00,NA,NA,0.98,3.56,0.00,NA,0.01,95.25,-89.44,NA,NA,5.83,9.39,NA,15.40
CAPN,2015-12-31,As of,5.49,NA,5.49,0.16,NA,0.16,0.55,0.17,0.04,6.40,NA,NA,0.72,0.92,NA,0.08,8.20,0.70,1.63,0.00,NA,0.86,3.19,NA,NA,0.00,0.00,NA,NA,1.78,4.98,0.00,NA,0.01,89.46,-86.25,NA,NA,3.22,8.20,NA,14.02
CAPN,2015-09-30,As of,4.72,NA,4.72,0.09,NA,0.09,0.38,0.23,0.11,5.53,NA,NA,0.72,0.95,NA,NA,7.29,0.95,1.22,0.00,NA,3.85,6.03,NA,NA,0.00,0.00,NA,NA,2.55,8.58,NA,NA,0.01,82.10,-83.40,NA,NA,-1.29,7.29,NA,12.32
CAPN,2015-12-31,As of,5.49,NA,5.49,0.16,NA,0.16,0.55,0.17,0.04,6.40,NA,NA,0.72,0.92,NA,0.08,8.20,0.70,1.63,0.00,NA,0.86,3.19,NA,NA,0.00,0.00,NA,NA,1.78,4.98,0.00,NA,0.01,89.46,-86.25,NA,NA,3.22,8.20,NA,14.02
CAPN,2014-12-31,As of,7.96,NA,7.96,0.00,NA,0.00,0.11,0.25,0.02,8.34,NA,NA,NA,NA,NA,NA,8.40,0.99,0.20,0.10,NA,NA,1.29,NA,NA,0.00,0.10,NA,NA,18.30,19.59,NA,NA,0.01,59.14,-70.34,NA,NA,-11.19,8.40,NA,6.77
CAPN,2013-12-31,As of,1.27,NA,1.27,0.15,NA,0.15,NA,0.09,0.02,1.52,0.22,-0.16,NA,NA,NA,0.00,1.59,0.06,0.13,13.99,NA,NA,14.18,NA,NA,0.00,13.99,NA,NA,1.46,15.64,23.81,NA,0.00,19.24,-57.10,NA,NA,-14.06,1.59,NA,6.96
CAPN,2012-12-31,As of,2.16,NA,2.16,0.00,NA,0.15,NA,0.06,0.02,2.39,0.32,-0.22,NA,NA,NA,0.02,2.51,0.22,0.19,11.13,NA,NA,11.54,NA,NA,0.00,11.13,NA,NA,1.36,12.90,23.81,NA,0.00,19.20,-53.39,NA,NA,-10.39,2.51,NA,6.96
CAR,2016-09-30,As of,985.00,NA,985.00,822.00,NA,822.00,NA,216.00,419.00,2442.00,13245.00,-1521.00,1013.00,885.00,361.00,1793.00,19475.00,1713.00,NA,0.00,338.00,NA,2051.00,13628.00,NA,13628.00,13966.00,2370.00,NA,952.00,19001.00,NA,0.00,1.00,6940.00,-1608.00,-4812.00,-48.00,474.00,19475.00,NA,89.00
CAR,2016-06-30,As of,527.00,NA,527.00,760.00,NA,760.00,NA,237.00,619.00,2143.00,14656.00,-1429.00,1004.00,896.00,361.00,1916.00,20483.00,1743.00,NA,0.00,28.00,NA,1771.00,14667.00,NA,14667.00,14695.00,2350.00,NA,1356.00,20144.00,NA,0.00,1.00,6935.00,-1817.00,-4707.00,-73.00,339.00,20483.00,NA,92.00
CAR,2016-03-31,As of,876.00,NA,876.00,662.00,NA,662.00,NA,229.00,415.00,2182.00,13300.00,-1347.00,1006.00,918.00,361.00,1867.00,19308.00,1574.00,NA,0.00,327.00,NA,1901.00,13372.00,NA,13372.00,13699.00,2410.00,NA,1254.00,18937.00,NA,0.00,1.00,6909.00,-1853.00,-4609.00,-77.00,371.00,19308.00,NA,95.00
CAR,2015-12-31,As of,452.00,NA,452.00,668.00,NA,668.00,NA,192.00,315.00,1627.00,12158.00,-1500.00,973.00,917.00,362.00,1978.00,17634.00,352.00,419.00,0.00,26.00,714.00,1511.00,12295.00,NA,12295.00,12321.00,2367.00,NA,1022.00,17195.00,NA,0.00,1.00,7010.00,-1802.00,-4623.00,-147.00,439.00,17634.00,NA,98.00
CAR,2015-09-30,As of,585.00,NA,585.00,705.00,NA,705.00,NA,213.00,615.00,2118.00,13078.00,-1474.00,964.00,922.00,362.00,1653.00,18902.00,1764.00,NA,0.00,27.00,NA,1791.00,13501.00,NA,13501.00,13528.00,2066.00,NA,944.00,18302.00,NA,0.00,1.00,7047.00,-1797.00,-4509.00,-142.00,600.00,18902.00,NA,101.00
CAR,2015-12-31,As of,452.00,NA,452.00,668.00,NA,668.00,NA,192.00,315.00,1627.00,13749.00,-2410.00,973.00,917.00,362.00,1978.00,17634.00,352.00,419.00,0.00,26.00,714.00,1511.00,12295.00,NA,12295.00,12321.00,2367.00,NA,1022.00,17195.00,NA,0.00,1.00,7010.00,-1802.00,-4623.00,-147.00,439.00,17634.00,NA,98.00
CAR,2014-12-31,As of,624.00,NA,624.00,599.00,NA,599.00,NA,192.00,264.00,1679.00,13333.00,-2480.00,842.00,886.00,362.00,1858.00,16842.00,328.00,423.00,0.00,28.00,740.00,1519.00,11381.00,NA,11381.00,11409.00,2267.00,NA,1010.00,16177.00,NA,0.00,1.00,7212.00,-2115.00,-4411.00,-24.00,665.00,16842.00,NA,106.00
CAR,2013-12-31,As of,693.00,NA,693.00,619.00,NA,619.00,NA,187.00,445.00,1944.00,1611.00,-997.00,691.00,923.00,422.00,1621.00,16284.00,344.00,618.00,0.00,89.00,517.00,1568.00,10642.00,NA,10642.00,10731.00,2177.00,NA,1126.00,15513.00,NA,0.00,1.00,7893.00,-2360.00,-4880.00,117.00,771.00,16284.00,NA,106.57
CAR,2012-12-31,As of,606.00,NA,606.00,553.00,NA,553.00,NA,174.00,377.00,1710.00,10692.00,-889.00,375.00,731.00,362.00,1798.00,15218.00,309.00,428.00,0.00,57.00,684.00,1478.00,9654.00,NA,9654.00,9711.00,2163.00,NA,1166.00,14461.00,NA,NA,1.00,8211.00,-2376.00,-5189.00,110.00,757.00,15218.00,NA,107.05
CAPL,2016-09-30,As of,2.90,NA,2.90,35.77,NA,35.77,12.64,NA,11.04,62.35,799.52,-121.79,89.11,84.68,NA,20.08,933.95,43.09,25.41,0.00,2.85,NA,71.35,505.98,NA,505.98,508.83,43.68,-0.21,76.38,697.17,NA,NA,236.78,NA,NA,NA,NA,236.78,933.95,NA,33.40
CAPL,2016-06-30,As of,3.25,NA,3.25,36.51,NA,36.51,13.17,NA,9.51,62.44,761.24,-112.72,89.11,82.00,NA,15.40,897.46,38.25,29.34,0.00,2.79,NA,70.37,481.85,NA,481.85,484.63,42.69,-0.19,68.53,663.25,NA,NA,234.21,NA,NA,NA,NA,234.21,897.46,NA,33.30
CAPL,2016-03-31,As of,1.98,NA,1.98,31.41,NA,31.41,14.67,NA,9.09,57.14,759.68,-103.37,88.18,86.32,NA,14.18,902.13,39.83,20.93,0.00,8.41,NA,69.17,496.14,NA,496.14,504.55,42.72,-0.17,44.38,652.24,NA,NA,249.89,NA,NA,NA,NA,249.89,902.13,NA,33.24
CAPL,2015-12-31,As of,1.19,NA,1.19,32.96,NA,32.96,15.74,NA,8.23,58.12,722.96,-94.39,80.82,82.31,NA,11.62,861.44,40.93,25.63,0.00,8.34,NA,74.90,430.63,NA,430.63,438.97,43.61,-0.14,43.45,592.45,NA,NA,268.99,NA,NA,NA,NA,268.99,861.44,NA,33.11
CAPL,2015-09-30,As of,1.86,NA,1.86,38.06,NA,38.06,17.37,NA,13.35,70.65,718.42,-86.18,80.19,83.87,NA,15.84,882.78,47.69,30.25,0.00,8.28,NA,86.22,428.39,NA,428.39,436.67,44.95,-0.11,38.25,597.71,NA,0.00,285.08,NA,NA,NA,NA,285.08,882.78,NA,33.14
CAPL,2015-12-31,As of,1.19,NA,1.19,32.96,NA,32.96,15.74,NA,8.23,58.12,722.96,-94.39,80.82,82.31,NA,11.62,861.44,40.93,25.63,0.00,8.34,NA,74.90,430.63,NA,430.63,438.97,43.61,-0.14,43.45,592.45,NA,NA,268.99,NA,NA,NA,NA,268.99,861.44,NA,33.11
CAPL,2014-12-31,As of,15.17,NA,15.17,38.33,NA,38.33,12.07,NA,9.75,75.32,454.84,-63.34,40.33,77.78,NA,12.03,596.96,33.58,26.59,0.00,29.08,4.73,93.98,254.40,NA,254.40,283.49,22.95,-0.03,35.15,406.44,NA,0.00,190.52,NA,NA,NA,NA,190.52,596.96,NA,22.96
CAPL,2013-12-31,As of,4.12,NA,4.12,23.90,NA,23.90,2.14,NA,5.34,35.50,333.30,-43.81,9.32,47.01,NA,10.31,391.62,20.57,13.44,0.00,2.62,2.23,38.86,173.51,64.36,237.87,240.49,4.96,NA,15.26,296.95,NA,NA,94.67,NA,NA,NA,NA,94.67,391.62,NA,18.62
CAPL,2012-12-31,As of,4.77,NA,4.77,13.85,NA,13.85,NA,NA,4.35,22.97,272.44,-28.84,5.64,35.60,NA,10.03,317.85,16.28,12.75,0.00,2.19,0.93,32.15,183.75,73.79,257.54,259.73,NA,NA,13.61,303.31,NA,NA,14.54,NA,NA,NA,NA,14.54,317.85,NA,15.05
CAPR,2016-06-30,As of,8.85,2.50,11.35,NA,NA,0.22,NA,0.24,NA,11.81,NA,NA,NA,1.67,NA,0.06,13.89,NA,NA,0.00,NA,2.73,6.20,12.16,NA,12.16,12.16,NA,NA,0.65,19.01,NA,0.00,0.02,38.99,-44.13,NA,0.00,-5.12,13.89,NA,17.95
CAPR,2016-03-31,As of,11.77,2.50,14.26,NA,NA,0.30,NA,0.32,NA,14.89,NA,NA,NA,1.68,NA,0.07,16.98,NA,NA,0.00,NA,3.65,7.34,10.16,NA,10.16,10.16,NA,NA,0.57,18.07,NA,0.00,0.02,38.33,-39.44,NA,0.00,-1.08,16.98,NA,17.95
CAPR,2015-12-31,As of,5.57,8.00,13.57,NA,NA,0.21,NA,0.21,0.00,13.99,NA,NA,NA,1.69,NA,0.07,16.07,NA,NA,0.00,NA,3.65,6.53,9.16,NA,9.16,9.16,NA,NA,1.42,17.10,NA,0.00,0.02,34.12,-35.17,NA,0.01,-1.03,16.07,NA,16.25
CAPR,2015-09-30,As of,4.22,13.00,17.22,NA,NA,0.40,NA,0.09,0.00,17.71,NA,NA,NA,1.70,NA,0.13,19.88,NA,NA,0.00,NA,3.65,6.53,9.16,NA,9.16,9.16,NA,NA,2.27,17.96,NA,0.00,0.02,33.72,-31.83,NA,0.01,1.93,19.88,NA,16.25
CAPR,2015-12-31,As of,5.57,8.00,13.57,NA,NA,0.21,NA,0.21,0.00,13.99,0.49,-0.17,NA,1.69,NA,0.07,16.07,NA,NA,0.00,NA,3.65,6.53,9.16,NA,9.16,9.16,NA,NA,1.42,17.10,NA,0.00,0.02,34.12,-35.17,NA,0.01,-1.03,16.07,NA,16.25
CAPR,2014-12-31,As of,8.03,0.00,8.03,NA,NA,0.36,NA,0.24,2.98,11.61,0.34,-0.11,NA,1.74,NA,0.06,13.63,NA,NA,0.00,NA,4.17,6.30,9.16,NA,9.16,9.16,NA,NA,4.43,19.88,NA,0.00,0.01,16.05,-22.32,NA,0.00,-6.25,13.63,NA,11.71
CAPR,2013-12-31,As of,1.73,0.33,2.06,NA,NA,0.00,NA,0.22,1.40,3.68,0.15,-0.08,NA,1.76,NA,0.03,5.54,NA,NA,0.00,NA,0.00,2.05,3.96,NA,3.96,3.96,NA,NA,0.06,6.07,NA,0.00,0.01,15.55,-16.10,NA,0.00,-0.53,5.54,NA,11.69
CAPR,2012-12-31,As of,0.17,4.19,4.36,NA,NA,0.79,NA,0.04,0.00,5.19,0.10,-0.06,NA,0.18,NA,0.02,5.42,NA,0.02,0.00,NA,0.08,0.53,0.00,NA,0.00,0.00,NA,NA,0.00,0.53,NA,NA,0.01,12.11,-7.21,NA,-0.02,4.89,5.42,NA,10.35
CARA,2016-09-30,As of,5.43,65.99,71.42,NA,NA,0.78,NA,4.69,0.13,77.02,NA,NA,NA,NA,NA,1.47,80.15,2.39,4.44,0.00,NA,NA,6.83,NA,1.52,1.52,1.52,NA,NA,NA,8.35,NA,0.00,0.03,211.95,-140.20,NA,0.02,71.80,80.15,NA,27.28
CARA,2016-06-30,As of,3.54,81.22,84.76,NA,NA,0.98,NA,3.33,0.06,89.14,NA,NA,NA,NA,NA,1.47,92.05,2.93,5.24,0.00,NA,NA,8.17,NA,1.29,1.29,1.29,NA,NA,NA,9.46,NA,NA,0.03,211.18,-128.66,NA,0.04,82.59,92.05,NA,27.28
CARA,2016-03-31,As of,7.92,88.32,96.24,NA,NA,0.66,NA,2.48,0.09,99.47,NA,NA,NA,NA,NA,1.47,102.01,2.35,3.74,0.00,NA,NA,6.09,NA,1.00,1.00,1.00,NA,NA,NA,7.09,NA,NA,0.03,210.48,-115.58,NA,0.00,94.93,102.01,NA,27.28
CARA,2015-12-31,As of,15.10,91.64,106.74,NA,NA,0.46,NA,1.69,0.04,108.93,NA,NA,NA,NA,NA,0.70,110.90,1.97,3.30,0.00,NA,0.00,5.27,NA,0.58,0.58,0.58,NA,NA,NA,5.85,NA,0.00,0.03,209.94,-104.89,NA,-0.04,105.04,110.90,NA,27.25
CARA,2015-09-30,As of,111.12,NA,111.12,NA,NA,2.59,NA,0.34,1.63,115.68,NA,NA,NA,NA,NA,0.70,117.90,1.26,2.11,0.00,NA,0.00,3.37,NA,0.66,0.66,0.66,NA,NA,NA,4.03,NA,0.00,0.03,209.20,-95.36,NA,NA,113.86,117.90,NA,27.23
CARA,2015-12-31,As of,15.10,91.64,106.74,NA,NA,0.46,NA,1.69,0.04,108.93,8.28,-7.02,NA,NA,NA,0.70,110.90,1.97,3.30,0.00,NA,0.00,5.27,NA,0.58,0.58,0.58,NA,NA,NA,5.85,NA,0.00,0.03,209.94,-104.89,NA,-0.04,105.04,110.90,NA,27.25
CARA,2014-12-31,As of,52.66,NA,52.66,NA,NA,0.20,NA,0.27,0.02,53.15,8.28,-6.19,NA,NA,NA,0.70,55.93,0.52,1.43,0.00,NA,1.45,3.40,NA,0.87,0.87,0.87,NA,NA,NA,4.27,0.00,0.00,0.02,131.84,-80.20,NA,NA,51.66,55.93,NA,22.80
CARA,2013-12-31,As of,12.36,NA,12.36,NA,NA,0.06,NA,2.14,NA,14.56,8.24,-5.42,NA,NA,NA,0.70,18.08,0.68,1.28,0.00,0.00,3.48,5.43,NA,1.14,1.14,1.14,NA,NA,0.00,6.57,NA,65.59,0.00,8.38,-62.46,NA,0.00,11.51,18.08,NA,4.29
CARA,2012-12-31,As of,1.12,NA,1.12,NA,NA,0.03,NA,0.08,0.00,1.23,8.23,-4.63,NA,NA,NA,0.70,5.54,0.47,0.43,0.47,0.31,0.00,1.69,NA,1.38,1.38,2.16,NA,NA,0.04,3.10,NA,58.52,0.01,1.24,-59.38,NA,2.05,2.44,5.54,NA,21.84
CARB,2016-09-30,As of,49.11,0.00,49.11,17.01,NA,17.01,NA,6.95,0.14,73.19,NA,NA,24.45,15.09,NA,0.11,135.44,2.87,17.88,0.00,NA,87.08,107.82,NA,NA,0.00,0.00,NA,NA,26.18,134.00,NA,0.00,0.28,174.09,-164.37,-10.45,1.88,1.43,135.44,NA,27.20
CARB,2016-06-30,As of,43.20,0.00,43.20,17.18,NA,17.18,NA,7.51,0.14,68.02,NA,NA,24.32,15.96,NA,0.18,133.39,3.62,15.99,0.00,NA,88.36,107.97,NA,NA,0.00,0.00,NA,NA,27.48,135.45,NA,0.00,0.28,170.30,-164.48,-10.32,2.16,-2.06,133.39,NA,27.01
CARB,2016-03-31,As of,41.01,1.00,42.01,12.74,NA,12.74,NA,10.51,0.14,65.40,NA,NA,23.62,17.05,NA,0.22,132.67,5.13,14.86,0.00,NA,91.44,111.43,NA,NA,0.00,0.00,NA,NA,26.02,137.46,NA,0.00,0.28,168.05,-165.64,-8.94,1.47,-4.78,132.67,NA,26.93
CARB,2015-12-31,As of,63.94,1.00,64.94,3.74,NA,3.74,NA,3.19,0.14,72.00,NA,NA,23.11,8.64,NA,0.17,125.99,8.38,11.56,0.00,NA,80.27,100.21,NA,NA,0.00,0.00,NA,NA,24.70,124.92,NA,0.00,0.28,165.39,-160.94,-5.69,2.04,1.07,125.99,NA,27.22
CARB,2015-09-30,As of,61.62,1.00,62.62,3.53,NA,3.53,NA,3.72,0.15,70.03,NA,NA,23.41,9.00,NA,1.68,128.00,7.23,12.44,0.00,NA,78.81,98.48,NA,NA,0.00,0.00,NA,NA,24.99,123.47,NA,0.00,0.28,162.17,-156.34,-3.04,1.47,4.53,128.00,NA,27.22
CARB,2015-12-31,As of,63.94,1.00,64.94,3.74,NA,3.74,NA,3.19,0.14,72.00,68.12,-46.03,23.11,8.64,NA,0.17,125.99,8.38,11.56,0.00,NA,80.27,100.21,NA,NA,0.00,0.00,NA,NA,24.70,124.92,NA,0.00,0.28,165.39,-160.94,-5.69,2.04,1.07,125.99,NA,27.22
CARB,2014-12-31,As of,46.08,15.03,61.12,2.41,NA,2.41,NA,4.67,1.39,69.58,73.90,-47.95,23.73,10.32,NA,2.18,131.75,7.35,10.51,0.00,NA,75.49,93.35,NA,NA,0.00,0.00,NA,NA,23.87,117.22,NA,0.00,0.27,152.92,-139.33,-0.02,0.70,14.54,131.75,NA,27.21
CARB,2013-12-31,As of,50.39,14.99,65.39,1.88,NA,1.88,NA,3.12,0.00,70.38,58.85,-36.74,11.54,3.95,NA,1.18,109.16,3.81,8.16,0.00,NA,69.50,81.46,NA,NA,0.00,0.00,NA,NA,14.88,96.34,NA,NA,0.27,142.56,-129.98,-0.02,0.00,12.82,109.16,NA,26.54
CARB,2012-12-31,As of,40.34,14.99,55.33,1.55,NA,1.55,NA,2.37,0.50,59.75,NA,NA,11.54,4.87,NA,0.15,100.92,6.25,5.07,0.00,NA,60.12,71.43,NA,NA,0.00,0.00,NA,NA,15.56,86.99,NA,NA,0.26,133.06,-119.37,-0.02,0.01,13.93,100.92,NA,25.81
CARO,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,17.33,NA,8.29,1653.85,0.35,12.14,NA,NA,0.38,NA,68.47,NA,68.47,163.06,NA,NA,5.32,1493.52,NA,NA,0.12,65.86,93.82,NA,0.53,160.33,1653.85,NA,12.55
CARO,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,16.28,NA,7.89,1606.38,0.35,8.14,NA,NA,0.37,NA,68.47,NA,68.47,173.58,NA,NA,5.73,1451.37,NA,NA,0.12,65.57,88.26,NA,1.06,155.02,1606.38,NA,12.55
CARO,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.82,NA,6.00,1453.04,0.35,5.00,NA,NA,0.36,NA,98.47,NA,98.47,173.76,NA,NA,3.41,1310.65,NA,NA,0.12,56.80,86.11,NA,-0.64,142.39,1453.04,NA,12.05
CARO,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.39,NA,5.27,1409.67,0.33,7.15,NA,NA,0.36,NA,103.47,NA,103.47,229.50,NA,NA,0.95,1269.81,NA,0.00,0.12,56.42,82.86,NA,0.46,139.86,1409.67,NA,12.02
CARO,2015-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.12,NA,4.91,1330.16,0.30,7.43,NA,NA,0.29,NA,68.47,NA,68.47,180.21,NA,NA,3.73,1225.92,NA,NA,0.10,24.07,79.61,NA,0.46,104.24,1330.16,NA,9.76
CARO,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.92,-10.36,NA,14.39,NA,5.27,1409.67,NA,7.48,NA,NA,0.36,NA,15.46,NA,15.46,21.50,NA,NA,0.95,1269.81,NA,0.00,0.12,56.42,82.86,NA,0.46,139.86,1409.67,NA,12.02
CARO,2014-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.28,-9.21,NA,13.48,NA,4.71,1199.02,NA,11.38,NA,NA,0.24,NA,16.74,NA,16.74,25.36,NA,NA,1.65,1105.32,NA,0.00,0.10,23.19,69.62,NA,0.78,93.70,1199.02,NA,9.72
CARO,2013-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.58,-8.00,NA,10.91,NA,7.42,881.58,NA,7.79,NA,NA,0.00,NA,17.04,NA,17.04,26.15,NA,NA,0.34,799.36,NA,NA,0.08,22.35,62.17,NA,-2.38,82.23,881.58,NA,9.64
CARO,2012-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.70,-7.30,NA,12.04,NA,6.78,888.72,NA,8.68,NA,NA,3.46,NA,27.34,NA,27.34,40.21,NA,NA,0.61,821.21,NA,NA,0.04,22.05,45.75,NA,-0.33,67.51,888.72,NA,18.42
CARV,2016-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701.72,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,20.31,647.31,NA,45.12,0.06,55.47,-45.55,-0.42,-0.27,54.41,701.72,NA,3.70
CARV,2016-06-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697.56,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,13.23,642.57,NA,45.12,0.06,55.47,-45.30,-0.42,0.05,54.98,697.56,NA,3.70
CARV,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741.73,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,12.37,687.51,NA,45.12,0.06,55.47,-45.71,-0.42,-0.31,54.22,741.73,NA,3.70
CARV,2015-12-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754.13,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,13.05,699.07,NA,45.12,0.06,55.47,-43.76,-0.42,-1.41,55.06,754.13,NA,3.70
CARV,2015-09-30,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736.74,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,11.82,681.52,NA,45.12,0.06,55.47,-44.19,-0.42,-0.82,55.22,736.74,NA,3.70
CARV,2016-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741.73,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,12.37,687.51,NA,45.12,0.06,55.47,-45.71,-0.42,-0.31,54.22,741.73,NA,3.70
CARV,2015-03-31,As of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675.78,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,10.97,622.13,NA,45.12,0.06,55.47,-45.54,-0.42,-1.04,53.65,675.78,NA,3.70
