symbol,date,period,NetIncomeStartingLine,DepreciationDepletion,Amortization,DeferredTaxes,NonCashItems,ChangesinWorkingCapital,CashfromOperatingActivities,CapitalExpenditures,OtherInvestingCashFlowItemsTotal,CashfromInvestingActivities,FinancingCashFlowItems,TotalCashDividendsPaid,IssuanceRetirementofStockNet,IssuanceRetirementofDebtNet,CashfromFinancingActivities,ForeignExchangeEffects,NetChangeinCash,CashInterestPaidSupplemental,CashTaxesPaidSupplemental
CAMP,2016-08-31,26 weeks ending,-2.14,4.03,7.35,-1.09,8.67,2.50,19.32,-3.53,-51.34,-54.86,-1.42,NA,-7.67,0.00,-9.09,-0.05,-44.68,1.45,0.98
CAMP,2016-05-31,13 weeks ending,-2.66,1.82,3.49,-1.49,5.36,1.80,8.32,-1.62,-79.16,-80.78,-0.16,NA,0.72,0.00,0.56,NA,-71.90,1.45,0.07
CAMP,2016-02-29,52 weeks ending,16.94,3.58,6.63,4.12,10.40,5.73,47.40,-4.32,-86.36,-90.67,8.07,NA,1.28,139.12,148.48,NA,105.20,1.51,0.45
CAMP,2015-11-30,39 weeks ending,11.43,2.61,4.96,6.59,7.95,4.32,37.87,-3.39,-110.23,-113.62,8.18,NA,0.59,139.47,148.24,NA,72.49,1.51,0.36
CAMP,2016-02-29,52 weeks ending,16.94,3.58,6.63,4.12,10.40,5.73,47.40,-4.32,-86.36,-90.67,8.07,NA,1.28,139.12,148.48,NA,105.20,1.51,0.45
CAMP,2015-02-28,52 weeks ending,16.51,9.39,NA,7.93,4.35,-9.52,28.64,-7.44,-1.21,-8.65,-3.09,NA,0.72,-2.67,-5.04,NA,14.95,0.01,0.35
CAMP,2014-02-28,52 weeks ending,11.80,8.11,NA,5.93,3.26,-6.29,22.82,-2.13,-62.04,-64.18,-4.86,NA,3.93,-1.58,-2.51,NA,-43.87,0.12,0.04
CAMP,2013-02-28,52 weeks ending,44.63,2.76,NA,-29.23,3.32,-4.88,16.60,-1.85,-0.55,-2.40,-3.76,NA,47.60,-0.54,43.30,NA,57.50,0.13,0.16
CAMT,2015-12-31,12 months ending,-10.11,2.06,NA,-2.38,15.62,-3.65,1.53,-1.90,1.46,-0.44,-0.21,NA,11.94,0.00,11.73,-0.20,12.61,0.00,0.52
CAMT,2014-12-31,12 months ending,3.34,2.17,NA,0.16,1.01,-0.73,5.95,-0.72,-2.61,-3.32,-0.45,NA,0.19,0.00,-0.26,-0.65,1.73,0.00,0.57
CAMT,2013-12-31,12 months ending,0.01,2.59,NA,-1.44,-1.56,5.06,4.65,-2.00,1.16,-0.84,-0.91,NA,1.17,-6.25,-5.99,-0.20,-2.37,0.13,0.25
CAMT,2012-12-31,12 months ending,0.00,2.12,NA,-0.23,3.01,-0.96,3.95,-2.26,-3.79,-6.05,-0.62,NA,0.00,-0.54,-1.16,-0.06,-3.32,0.14,0.35
CAPN,2016-06-30,6 months ending,-6.70,0.06,NA,NA,-0.74,-0.64,-8.02,-0.04,0.00,-0.04,-0.07,NA,5.14,0.00,5.07,NA,-2.99,NA,NA
CAPN,2016-03-31,3 months ending,-3.19,0.02,NA,NA,-1.01,0.20,-3.98,-0.02,NA,-0.02,-0.07,NA,5.07,0.00,5.00,NA,1.00,NA,NA
CAPN,2015-12-31,12 months ending,-15.91,0.11,NA,NA,4.69,0.81,-10.30,-0.06,-1.26,-1.32,-0.58,NA,9.83,-0.10,9.16,NA,-2.46,NA,NA
CAPN,2015-12-31,12 months ending,-15.91,0.11,NA,NA,4.69,0.81,-10.30,-0.06,-1.26,-1.32,-0.58,NA,9.83,-0.10,9.16,NA,-2.46,NA,NA
CAPN,2014-12-31,12 months ending,-13.87,0.03,NA,NA,9.06,0.30,-4.48,-0.03,NA,-0.03,-2.12,NA,10.73,2.59,11.20,NA,6.69,NA,NA
CAPN,2013-12-31,12 months ending,-3.71,0.04,NA,NA,3.01,-0.23,-0.89,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00,NA,-0.89,0.00,NA
CAPN,2012-12-31,12 months ending,-6.48,0.04,NA,NA,2.91,0.03,-3.50,0.00,0.00,0.00,0.00,NA,0.03,5.00,5.03,NA,1.53,0.00,NA
CAR,2016-09-30,9 months ending,194.00,1642.00,NA,NA,45.00,220.00,2101.00,-10280.00,7525.00,-2755.00,-35.00,NA,-289.00,1497.00,1173.00,14.00,533.00,NA,NA
CAR,2016-06-30,6 months ending,-15.00,1057.00,NA,NA,32.00,-4.00,1070.00,-8592.00,5511.00,-3081.00,-27.00,NA,-174.00,2274.00,2073.00,13.00,75.00,NA,NA
CAR,2016-03-31,3 months ending,-51.00,493.00,NA,NA,14.00,7.00,463.00,-4181.00,2977.00,-1204.00,-11.00,NA,-86.00,1244.00,1147.00,18.00,424.00,NA,NA
CAR,2015-12-31,12 months ending,313.00,2055.00,NA,58.00,33.00,125.00,2584.00,-12383.00,9553.00,-2830.00,-36.00,NA,-393.00,544.00,115.00,-41.00,-172.00,NA,NA
CAR,2015-12-31,12 months ending,313.00,2055.00,NA,58.00,33.00,125.00,2584.00,-12383.00,9553.00,-2830.00,-36.00,NA,-393.00,544.00,115.00,-41.00,-172.00,454.00,29.00
CAR,2014-12-31,12 months ending,245.00,2020.00,NA,65.00,34.00,215.00,2579.00,-12473.00,9666.00,-2807.00,-45.00,NA,-297.00,524.00,182.00,-23.00,-69.00,474.00,45.00
CAR,2013-12-31,12 months ending,16.00,1830.00,NA,37.00,68.00,302.00,2253.00,-11588.00,9354.00,-2234.00,-182.00,NA,56.00,202.00,76.00,-8.00,87.00,457.00,58.00
CAR,2012-12-31,12 months ending,290.00,125.00,NA,128.00,1398.00,-52.00,1889.00,-11199.00,9126.00,-2073.00,-62.00,NA,43.00,269.00,250.00,6.00,72.00,552.00,65.00
CAPL,2016-09-30,9 months ending,8.39,40.59,NA,0.07,14.31,0.34,63.70,-11.57,-78.72,-90.29,-62.23,NA,-3.25,93.78,28.30,NA,1.71,NA,NA
CAPL,2016-06-30,6 months ending,5.40,27.16,NA,-0.92,5.40,NA,37.04,-5.52,-54.96,-60.48,-41.19,NA,-3.25,69.95,25.51,NA,2.06,NA,NA
CAPL,2016-03-31,3 months ending,1.77,12.90,NA,-0.89,4.79,NA,18.57,-3.50,-55.10,-58.59,-20.43,NA,-2.75,63.99,40.81,NA,0.78,4.70,0.71
CAPL,2015-12-31,12 months ending,11.46,48.23,NA,-6.12,10.91,NA,64.49,-1.32,-310.20,-311.52,-56.22,NA,141.34,147.94,233.05,NA,-13.98,16.69,5.02
CAPL,2015-12-31,12 months ending,11.46,48.23,NA,-6.12,10.91,NA,64.49,-1.32,-310.20,-311.52,-56.22,NA,141.34,147.94,233.05,NA,-13.98,16.69,5.02
CAPL,2014-12-31,12 months ending,-6.17,33.28,NA,-1.76,3.18,NA,28.53,-13.97,-142.18,-156.15,-50.43,NA,135.03,54.07,138.67,NA,11.05,14.13,0.63
CAPL,2013-12-31,12 months ending,18.07,20.96,NA,-2.95,5.87,-12.34,29.62,-6.96,-40.06,-47.02,-29.91,NA,91.37,-44.71,16.74,NA,-0.65,11.38,1.73
CAPL,2012-12-31,12 months ending,1.76,16.37,NA,NA,-1.91,-8.81,7.41,-1.99,-67.61,-69.60,-54.33,NA,125.72,-5.04,66.35,NA,4.16,13.49,NA
CAPR,2016-06-30,6 months ending,-8.96,0.07,NA,NA,-0.88,0.70,-9.06,-0.08,5.49,5.42,NA,NA,3.93,3.00,6.93,NA,3.28,0.00,0.00
CAPR,2016-03-31,3 months ending,-4.27,0.03,NA,NA,-0.62,0.67,-4.18,-0.05,5.49,5.45,NA,NA,3.93,1.00,4.93,NA,6.20,0.00,0.00
CAPR,2015-12-31,12 months ending,-12.86,0.11,NA,NA,-2.20,4.13,-10.82,-0.15,-7.99,-8.14,NA,NA,16.49,0.00,16.49,NA,-2.47,0.00,0.00
CAPR,2015-12-31,12 months ending,-12.86,0.11,NA,NA,-2.20,4.13,-10.82,-0.15,-7.99,-8.14,NA,NA,16.49,0.00,16.49,NA,-2.47,0.00,0.00
CAPR,2014-12-31,12 months ending,-6.22,0.04,NA,NA,8.83,-1.70,0.96,-0.19,0.33,0.14,NA,NA,0.00,5.20,5.21,NA,6.31,0.00,0.00
CAPR,2013-12-31,12 months ending,-8.89,0.03,NA,NA,2.18,0.54,-6.14,-0.11,3.89,3.78,0.00,NA,0.00,3.93,3.93,NA,1.56,0.00,0.00
CAPR,2012-12-31,12 months ending,-2.07,0.02,NA,NA,0.33,-0.34,-2.06,-0.10,-4.21,-4.32,0.00,NA,5.00,0.00,5.00,NA,-1.38,0.00,0.00
CARA,2016-09-30,9 months ending,-35.31,1.35,NA,NA,1.62,-1.85,-34.19,-0.65,25.13,24.48,NA,NA,0.04,NA,0.04,NA,-9.68,NA,NA
CARA,2016-06-30,6 months ending,-23.77,1.25,NA,NA,0.67,0.55,-21.29,-0.16,9.85,9.70,NA,NA,0.04,NA,0.04,NA,-11.56,NA,NA
CARA,2016-03-31,3 months ending,-10.69,0.73,NA,NA,0.35,-0.22,-9.83,-0.01,2.62,2.61,NA,NA,0.04,NA,0.04,NA,-7.18,NA,NA
CARA,2015-12-31,12 months ending,-24.69,0.84,NA,NA,2.13,0.24,-21.48,-0.02,-91.66,-91.68,0.00,NA,75.59,0.00,75.59,NA,-37.56,NA,NA
CARA,2015-12-31,12 months ending,-24.69,0.84,NA,NA,2.13,0.24,-21.48,-0.02,-91.66,-91.68,0.00,NA,75.59,0.00,75.59,NA,-37.56,NA,NA
CARA,2014-12-31,12 months ending,-17.75,0.78,NA,NA,1.11,-1.79,-17.64,-0.04,0.00,-0.04,0.00,NA,57.99,0.00,57.99,NA,40.31,0.00,NA
CARA,2013-12-31,12 months ending,-3.96,0.79,NA,NA,3.57,2.43,2.83,-0.01,0.00,-0.01,-0.07,NA,7.64,0.84,8.42,NA,11.24,0.04,0.00
CARA,2012-12-31,12 months ending,-6.27,1.02,NA,NA,0.14,-0.92,-6.03,0.00,0.51,0.51,-0.05,NA,0.49,2.09,2.54,NA,-2.98,0.02,0.00
CARB,2016-09-30,9 months ending,-3.43,12.23,NA,NA,7.31,-12.75,3.36,-3.71,-11.90,-15.61,NA,NA,-2.73,NA,-2.73,0.15,-14.83,NA,0.70
CARB,2016-06-30,6 months ending,-3.54,8.38,NA,NA,5.25,-11.76,-1.67,-2.81,-12.10,-14.91,NA,NA,-4.25,NA,-4.25,0.10,-20.73,NA,0.48
CARB,2016-03-31,3 months ending,-4.70,4.34,NA,NA,3.13,-9.54,-6.76,-1.92,-11.54,-13.46,NA,NA,-2.93,NA,-2.93,0.22,-22.93,NA,0.24
CARB,2015-12-31,12 months ending,-21.61,13.63,NA,NA,9.89,11.26,13.17,-9.73,18.05,8.32,NA,NA,-3.39,NA,-3.39,-0.25,17.85,NA,1.76
CARB,2015-12-31,12 months ending,-21.61,13.63,NA,NA,9.89,11.26,13.17,-9.73,18.05,8.32,NA,NA,-3.39,NA,-3.39,-0.25,17.85,NA,1.76
CARB,2014-12-31,12 months ending,-9.35,12.47,NA,NA,6.60,12.96,22.68,-14.49,-16.63,-31.13,NA,NA,4.24,NA,4.24,-0.10,-4.31,NA,NA
CARB,2013-12-31,12 months ending,-10.61,12.59,NA,NA,4.80,7.84,14.62,-9.80,0.50,-9.30,NA,NA,4.73,NA,4.73,-0.01,10.05,NA,NA
CARB,2012-12-31,12 months ending,-18.94,10.80,NA,NA,5.47,11.87,9.20,-13.42,-16.39,-29.80,NA,NA,1.10,NA,1.10,0.00,-19.50,NA,NA
CARO,2016-09-30,9 months ending,12.42,1.46,1.95,NA,-1.48,5.79,20.14,-1.23,-131.62,-132.85,123.64,-1.08,0.03,1.81,124.40,NA,11.69,6.50,3.79
CARO,2016-06-30,6 months ending,6.48,0.95,1.25,NA,-0.22,1.99,10.46,-0.89,-74.90,-75.79,83.64,-0.72,0.01,2.10,85.04,NA,19.70,4.24,3.20
CARO,2016-03-31,3 months ending,3.64,0.47,0.62,NA,-0.09,5.13,9.78,-0.42,-46.44,-46.86,41.58,-0.36,0.00,-0.46,40.76,NA,3.68,2.07,1.93
CARO,2015-12-31,12 months ending,14.42,1.78,2.33,-0.31,0.73,-7.85,11.10,-3.33,-202.80,-206.13,171.80,-0.78,32.23,-2.74,200.51,NA,5.48,6.58,7.16
CARO,2015-12-31,12 months ending,14.42,1.78,2.33,-0.31,0.73,-7.85,11.10,-3.33,-202.80,-206.13,171.80,-0.78,32.23,-2.74,200.51,NA,5.48,6.58,7.16
CARO,2014-12-31,12 months ending,8.31,1.23,1.84,0.89,-0.11,-1.67,10.49,-4.02,-110.64,-114.66,86.89,-0.61,0.05,0.32,86.65,NA,-17.52,5.60,3.55
CARO,2013-12-31,12 months ending,16.82,0.92,2.44,0.54,-1.38,109.89,129.24,-2.14,-87.11,-89.25,-3.51,-0.40,0.04,-15.29,-19.16,NA,20.83,NA,11.56
CARO,2012-12-31,12 months ending,16.88,0.83,1.46,-0.66,-6.98,-50.19,-38.65,-1.18,4.99,3.81,54.96,0.00,0.00,-23.06,31.90,NA,-2.95,7.29,1.42
CARV,2016-09-30,6 months ending,0.16,0.43,NA,NA,-0.03,-2.01,-1.46,-0.03,59.76,59.72,-48.14,NA,NA,NA,-48.14,NA,10.13,4.69,0.06
CARV,2016-06-30,3 months ending,0.41,0.21,NA,NA,-0.02,0.11,0.72,-0.01,27.46,27.45,-45.80,NA,NA,NA,-45.80,NA,-17.63,1.11,0.00
CARV,2016-03-31,12 months ending,-0.17,1.42,NA,NA,-1.53,0.78,0.49,-0.57,-51.23,-51.80,63.98,NA,NA,NA,63.98,NA,12.67,4.08,0.22
CARV,2015-12-31,9 months ending,0.45,0.51,NA,NA,-1.70,2.78,2.04,-0.36,-81.45,-81.81,74.85,NA,NA,NA,74.85,NA,-4.92,2.61,0.14
CARV,2016-03-31,12 months ending,-0.17,1.42,NA,NA,-1.53,0.78,0.49,-0.57,-51.23,-51.80,63.98,NA,NA,NA,63.98,NA,12.67,4.08,0.22
CARV,2015-03-31,12 months ending,-0.55,1.05,NA,NA,0.09,3.03,3.62,-0.29,-106.29,-106.58,31.39,NA,NA,NA,31.39,NA,-71.56,3.47,0.16
CARV,2014-03-31,12 months ending,-0.95,1.08,0.00,NA,-0.98,16.39,15.55,-0.30,-4.98,-5.29,7.65,0.00,0.00,NA,7.65,NA,17.91,3.58,0.13
CARV,2013-03-31,12 months ending,0.66,1.13,0.00,0.00,-2.27,20.82,20.34,-0.22,-3.27,-3.48,-3.91,0.00,0.00,NA,-3.91,NA,12.95,NA,0.07
CASC,2016-09-30,9 months ending,-47.19,0.48,NA,NA,17.53,1.12,-28.06,-0.07,-26.72,-26.79,0.23,NA,43.32,NA,43.55,NA,-11.30,NA,NA
CASC,2016-06-30,6 months ending,-36.42,0.33,NA,NA,16.49,0.90,-18.71,-0.06,-1.38,-1.44,NA,NA,43.29,NA,43.29,NA,23.15,NA,NA
CASC,2016-03-31,3 months ending,-12.89,0.16,NA,NA,2.70,0.25,-9.77,-0.06,-4.14,-4.20,NA,NA,0.00,NA,0.00,NA,-13.97,NA,NA
CASC,2015-12-31,12 months ending,-32.58,0.61,NA,NA,2.83,0.27,-28.87,-0.77,24.47,23.70,NA,NA,22.57,NA,22.57,NA,17.40,NA,NA
CASC,2015-12-31,12 months ending,-32.58,0.61,NA,NA,2.83,0.27,-28.87,-0.77,24.47,23.70,NA,NA,22.57,NA,22.57,NA,17.40,NA,NA
CASC,2014-12-31,12 months ending,-49.96,0.51,NA,NA,1.83,-0.74,-48.37,-0.38,9.55,9.17,NA,NA,40.37,0.00,40.37,NA,1.18,0.00,NA
CASC,2013-12-31,12 months ending,-38.76,0.49,NA,NA,0.28,1.65,-36.34,-0.25,-2.46,-2.71,NA,NA,26.07,0.00,26.07,NA,-12.99,0.00,NA
CASC,2012-12-31,12 months ending,-3.42,0.52,NA,NA,-24.18,-0.26,-27.34,-0.75,-6.68,-7.44,NA,NA,50.48,-5.04,45.43,NA,10.66,0.28,NA
CASM,2016-09-30,9 months ending,-1.60,0.75,NA,-1.02,-0.42,-0.85,-3.15,-1.10,3.19,2.10,-0.36,NA,0.04,0.55,0.23,NA,-0.82,0.59,NA
CASM,2016-06-30,6 months ending,-0.26,0.48,NA,-1.06,1.96,-0.74,0.38,-0.66,NA,-0.66,-0.36,NA,0.04,0.64,0.32,NA,0.04,0.31,NA
CASM,2016-03-31,3 months ending,1.48,0.29,NA,-1.09,1.49,-0.21,1.97,-0.40,NA,-0.40,NA,NA,0.00,-0.73,-0.73,NA,0.84,0.11,NA
CASM,2015-12-31,12 months ending,-6.90,1.44,NA,NA,1.55,0.95,-2.96,-1.23,0.00,-1.23,NA,NA,8.68,-1.46,7.22,NA,3.03,0.78,NA
CASM,2015-12-31,12 months ending,-6.90,1.44,NA,NA,1.55,0.95,-2.96,-1.23,0.00,-1.23,NA,NA,8.68,-1.46,7.22,NA,3.03,0.78,NA
CASM,2014-12-31,12 months ending,-7.60,1.58,NA,NA,2.11,-1.34,-5.25,-1.60,-0.01,-1.62,-5.29,NA,0.12,8.34,3.17,NA,-3.70,0.30,NA
CASM,2013-12-31,12 months ending,-10.36,1.39,NA,NA,0.94,-0.71,-8.74,-1.40,1.65,0.25,-0.01,NA,5.95,1.50,7.44,NA,-1.05,0.25,NA
CASM,2012-12-31,12 months ending,-7.31,1.07,NA,0.00,0.89,0.24,-5.11,-1.68,1.24,-0.44,-0.15,NA,0.05,3.50,3.40,NA,-2.14,0.07,0.00
CASI,2016-09-30,9 months ending,-6.78,0.05,NA,NA,2.21,0.07,-4.45,-0.16,0.16,0.00,-0.07,NA,23.53,NA,23.46,NA,19.01,NA,NA
CASI,2016-06-30,6 months ending,-5.09,0.03,NA,NA,1.98,0.26,-2.80,-0.13,0.16,0.03,-0.07,NA,16.24,NA,16.18,NA,13.40,NA,NA
CASI,2016-03-31,3 months ending,-1.79,0.02,NA,NA,0.33,0.01,-1.44,-0.06,0.09,0.03,-0.06,NA,10.28,NA,10.22,NA,8.81,NA,NA
CASH,2016-06-30,9 months ending,27.21,26.65,NA,0.35,-1.19,-3.60,49.42,-5.54,-570.25,-575.79,525.33,-3.28,13.59,-0.10,535.54,NA,9.17,2.19,5.20
CASI,2015-12-31,12 months ending,-7.21,0.07,NA,NA,1.59,0.04,-5.51,-0.03,NA,-0.03,NA,NA,NA,NA,NA,NA,-5.54,NA,NA
CASH,2016-03-31,6 months ending,18.34,17.57,NA,-0.70,-0.74,7.67,42.13,-3.66,-524.17,-527.83,486.51,-2.17,13.24,-0.06,497.52,NA,11.82,1.52,1.79
CASI,2015-12-31,12 months ending,-7.21,0.07,NA,NA,1.59,0.04,-5.51,-0.03,NA,-0.03,NA,NA,NA,NA,NA,NA,-5.54,NA,NA
CASH,2015-12-31,3 months ending,4.06,8.63,NA,-1.15,-0.39,-15.49,-4.33,-1.52,-160.69,-162.21,420.15,-1.07,12.99,-0.03,432.04,NA,265.49,0.76,1.58
CASI,2014-12-31,12 months ending,-26.20,0.05,NA,NA,21.88,0.27,-4.00,-0.47,NA,-0.47,0.00,NA,0.00,NA,0.00,NA,-4.46,NA,NA
CASH,2015-09-30,12 months ending,18.05,28.88,NA,-3.90,-1.22,7.13,48.96,-5.03,-448.88,-453.92,354.85,-3.49,51.55,-0.12,402.79,NA,-2.17,2.43,5.28
CASI,2013-12-31,12 months ending,-5.74,0.02,NA,NA,2.04,0.40,-3.28,-0.04,NA,-0.04,-0.45,NA,10.85,0.00,10.40,NA,7.08,NA,NA
CASH,2015-09-30,12 months ending,18.05,28.88,NA,-3.90,-1.22,7.13,48.96,-5.03,-448.88,-453.92,354.85,-3.49,51.55,-0.12,402.79,NA,-2.17,2.43,5.28
CASI,2012-12-31,12 months ending,-14.55,0.02,NA,NA,11.02,1.29,-2.21,-0.05,0.00,-0.05,-0.77,NA,0.00,10.00,9.23,NA,6.97,0.00,NA
CASH,2014-09-30,12 months ending,15.71,18.15,NA,-1.75,0.05,-6.34,25.81,-2.33,-365.47,-367.80,332.61,-3.18,2.33,NA,331.75,NA,-10.23,2.37,4.45
CASH,2013-09-30,12 months ending,13.42,21.10,NA,-0.40,1.17,-58.36,-23.07,-5.26,-193.40,-198.66,104.40,-2.93,15.27,NA,116.74,NA,-104.99,3.83,2.84
CASH,2012-09-30,12 months ending,17.11,20.35,NA,NA,-1.01,43.54,79.99,-4.13,-510.21,-514.34,256.55,-1.83,47.80,NA,302.51,NA,-131.84,NA,8.48
CAS,2016-09-30,9 months ending,-78.13,12.50,NA,0.11,3.58,44.34,-17.59,-2.43,87.95,85.52,-9.36,NA,NA,-59.36,-68.73,-0.29,-1.09,NA,-0.20
CAS,2016-06-30,6 months ending,-58.14,8.65,NA,0.00,5.80,19.24,-24.45,-1.91,56.41,54.49,-8.91,NA,NA,-20.32,-29.24,-0.06,0.76,NA,-0.05
CAS,2016-03-31,3 months ending,-36.87,4.39,NA,0.00,2.19,28.61,-1.69,-1.24,54.04,52.80,-7.54,NA,NA,-44.08,-51.62,0.12,-0.38,NA,-0.50
CAS,2015-12-31,12 months ending,-209.76,24.85,NA,-23.84,34.41,152.21,-22.13,-8.25,28.63,20.38,-0.50,NA,0.00,6.07,5.57,-1.18,2.65,32.93,1.98
CAS,2015-12-31,12 months ending,-209.76,24.85,NA,-23.84,34.41,152.21,-22.13,-8.25,28.63,20.38,-0.50,NA,0.00,6.07,5.57,-1.18,2.65,32.93,1.98
CAS,2014-12-31,12 months ending,-119.39,26.04,NA,-19.09,54.85,-17.49,-75.08,-12.35,7.46,-4.89,-0.55,NA,0.16,58.59,58.20,-0.61,-22.38,32.28,1.80
CAS,2013-12-31,12 months ending,-39.53,26.19,NA,-27.44,2.75,112.41,74.39,-11.60,0.79,-10.81,0.42,NA,1.22,-55.54,-53.91,-0.45,9.22,33.27,2.42
CAS,2012-12-31,12 months ending,-9.75,14.02,NA,-1.28,27.53,-25.17,5.35,-11.12,-6.32,-17.44,-1.41,NA,0.15,4.18,2.91,0.26,-8.92,34.05,2.37
CASS,2016-09-30,9 months ending,17.92,6.96,NA,-0.12,0.47,0.38,25.61,-3.55,-37.77,-41.31,82.25,-7.41,-9.22,NA,65.63,NA,49.93,1.52,5.13
CASS,2016-06-30,6 months ending,11.70,4.61,NA,0.02,-0.01,1.44,17.75,-2.63,-37.67,-40.30,57.67,-4.95,-9.22,NA,43.51,NA,20.96,1.01,2.79
CASS,2016-03-31,3 months ending,5.83,2.31,NA,NA,-0.50,-0.48,7.16,-1.08,-25.90,-26.98,-81.75,-2.48,-3.77,NA,-88.01,NA,-107.83,0.50,1.67
CASS,2015-12-31,12 months ending,23.06,8.86,NA,-0.14,1.21,0.51,33.49,-5.75,2.11,-3.64,-50.37,-9.70,-10.95,NA,-71.02,NA,-41.16,2.13,8.19
CASS,2015-12-31,12 months ending,23.06,8.86,NA,-0.14,1.21,0.51,33.49,-5.75,2.11,-3.64,-50.37,-9.70,-10.95,NA,-71.02,NA,-41.16,2.13,8.19
CASS,2014-12-31,12 months ending,24.03,8.18,NA,-0.68,2.04,1.27,34.84,-6.29,-94.66,-100.95,146.36,-9.34,-1.85,NA,135.18,NA,69.07,2.49,8.48
CASS,2013-12-31,12 months ending,23.50,7.35,NA,0.06,2.48,-4.49,28.89,-4.86,29.76,24.90,38.90,-8.51,NA,NA,30.39,NA,84.17,2.85,8.27
CASS,2012-12-31,12 months ending,23.30,6.92,NA,0.97,3.80,0.34,35.33,-3.10,-62.11,-65.21,-57.63,-7.36,0.00,NA,-65.00,NA,-94.87,NA,6.41
CASY,2016-07-31,3 months ending,67.39,45.85,NA,11.84,2.29,33.97,161.35,-82.30,-1.92,-84.22,-6.34,-8.58,1.60,49.90,36.58,NA,113.72,3.79,9.79
CASY,2016-04-30,12 months ending,225.98,170.94,NA,55.49,5.55,6.75,464.71,-392.84,-2.13,-394.97,2.70,-33.53,3.72,-15.40,-42.51,NA,27.23,40.40,60.05
CASY,2016-01-31,9 months ending,178.94,125.03,NA,41.55,3.85,-7.29,342.08,-312.59,-0.71,-313.29,2.56,-24.93,3.60,-5.00,-23.77,NA,5.02,23.12,50.86
CASY,2015-10-31,6 months ending,140.84,81.21,NA,-3.19,1.98,24.13,244.96,-209.95,2.54,-207.41,1.42,-16.32,2.09,-7.70,-20.51,NA,17.04,20.21,49.73
CASY,2015-07-31,3 months ending,61.81,39.40,NA,-1.62,0.45,5.33,105.36,-100.14,1.29,-98.85,-2.43,-7.73,1.80,-0.10,-8.45,NA,-1.94,3.47,10.75
CASY,2016-04-30,12 months ending,225.98,170.94,NA,55.49,5.55,6.75,464.71,-392.84,-2.13,-394.97,2.70,-33.53,3.72,-15.40,-42.51,NA,27.23,40.40,60.05
CASY,2015-04-30,12 months ending,180.63,156.11,NA,44.71,6.37,-46.14,341.68,-360.73,-38.41,-399.14,NA,-30.18,15.09,-0.55,-15.64,NA,-73.10,41.38,64.37
CASY,2014-04-30,12 months ending,126.82,131.16,NA,17.09,6.95,32.14,314.16,-308.63,-28.26,-336.89,1.79,-27.09,3.37,125.03,103.10,NA,80.37,36.92,50.03
CASY,2013-04-30,12 months ending,103.81,111.82,NA,31.83,7.32,31.54,286.33,-305.30,-25.98,-331.28,1.93,-24.68,4.72,48.34,30.31,NA,-14.65,35.23,17.97
CATO,2016-07-30,6 months ending,51.76,11.35,NA,0.00,1.89,-9.99,55.01,-10.12,-44.31,-54.43,0.12,-17.49,-7.22,NA,-24.59,0.00,-24.01,NA,NA
CATO,2016-04-30,3 months ending,35.87,5.68,NA,0.00,1.52,-6.91,36.16,-6.09,-26.22,-32.31,0.06,-8.32,-6.66,NA,-14.92,0.00,-11.07,NA,NA
CATO,2016-01-30,12 months ending,66.84,22.96,NA,-2.63,3.62,3.07,93.85,-32.18,-49.58,-81.77,0.26,-33.57,-5.66,NA,-38.98,0.00,-26.89,NA,NA
CATO,2016-01-30,12 months ending,66.84,22.96,NA,-2.63,3.62,3.07,93.85,-32.18,-49.58,-81.77,0.26,-33.57,-5.66,NA,-38.98,0.00,-26.89,NA,29.20
CATO,2015-01-31,12 months ending,60.50,22.03,NA,-1.56,7.65,28.85,117.46,-30.17,2.48,-27.69,0.24,-33.89,-41.61,NA,-75.25,0.00,14.52,NA,37.89
CATO,2014-02-01,12 months ending,54.32,21.82,NA,-4.77,7.37,14.21,92.96,-31.54,-1.39,-32.93,0.09,-5.85,-5.90,NA,-11.67,NA,48.36,NA,34.24
CATO,2013-02-02,12 months ending,61.67,22.45,NA,-5.54,7.30,-5.54,80.35,-45.17,47.31,2.13,0.51,-87.22,0.41,NA,-86.31,NA,-3.82,NA,43.12
CATB,2016-09-30,9 months ending,-27.28,0.30,NA,NA,1.85,0.26,-24.87,-0.44,-20.86,-21.30,NA,NA,10.88,-1.02,9.86,NA,-36.32,0.66,NA
CATB,2016-06-30,6 months ending,-18.86,0.20,NA,NA,1.27,-0.58,-17.98,-0.39,-18.58,-18.97,0.00,NA,0.11,-1.67,-1.55,NA,-38.50,0.46,NA
CATB,2016-03-31,3 months ending,-9.42,0.09,NA,NA,0.67,-0.49,-9.15,-0.29,-28.78,-29.07,0.00,NA,0.09,-0.83,-0.75,NA,-38.96,0.16,NA
CATB,2015-12-31,12 months ending,-32.63,0.20,NA,NA,1.95,0.68,-29.79,-0.42,0.00,-0.42,-0.01,NA,12.42,65.91,78.33,NA,48.11,0.68,NA
CATB,2015-12-31,12 months ending,-32.63,0.20,NA,NA,1.95,0.68,-29.79,-0.42,0.00,-0.42,-0.01,NA,12.42,65.91,78.33,NA,48.11,0.68,NA
CATB,2014-12-31,12 months ending,-21.88,0.25,NA,NA,0.97,0.25,-20.41,-0.23,0.00,-0.23,-0.28,NA,0.12,5.00,4.83,NA,-15.81,0.10,NA
