symbol,date,period,NetIncomeStartingLine,DepreciationDepletion,Amortization,DeferredTaxes,NonCashItems,ChangesinWorkingCapital,CashfromOperatingActivities,CapitalExpenditures,OtherInvestingCashFlowItemsTotal,CashfromInvestingActivities,FinancingCashFlowItems,TotalCashDividendsPaid,IssuanceRetirementofStockNet,IssuanceRetirementofDebtNet,CashfromFinancingActivities,ForeignExchangeEffects,NetChangeinCash,CashInterestPaidSupplemental,CashTaxesPaidSupplemental
CAC,2014-12-31,12 months ending,24.57,3.05,1.15,NA,2.38,-1.27,29.89,-1.32,-169.20,-170.51,118.36,-8.09,-7.15,46.95,150.08,NA,9.46,12.16,13.37
CACI,2016-03-31,9 months ending,98.17,46.11,NA,14.21,15.20,14.65,188.34,-13.23,-587.67,-600.90,-15.28,NA,-0.11,429.03,413.64,-1.63,-0.55,26.30,45.61
CAC,2013-12-31,12 months ending,22.78,3.00,1.15,NA,2.85,-0.06,29.73,-1.49,-165.42,-166.91,-29.67,-8.12,-2.16,170.19,130.24,NA,-6.93,13.01,10.64
CACI,2015-12-31,6 months ending,64.14,29.48,NA,12.04,9.53,19.50,134.70,-7.64,-16.26,-23.90,-1.17,NA,-0.11,-74.49,-75.77,-1.39,33.63,16.36,28.24
CAC,2012-12-31,12 months ending,23.43,4.71,0.66,NA,0.06,13.48,42.33,-3.40,35.54,32.14,-47.11,-7.67,-2.31,1.59,-55.50,NA,18.96,NA,6.36
CACI,2015-09-30,3 months ending,34.63,14.81,NA,7.88,4.26,17.71,79.30,-4.48,-3.53,-8.01,-2.34,NA,0.01,-74.74,-77.07,-0.59,-6.37,8.38,13.29
CACI,2016-06-30,12 months ending,142.80,64.75,NA,13.57,20.95,0.51,242.58,-20.84,-586.75,-607.59,-16.88,NA,-0.14,398.54,381.51,-2.78,13.72,37.43,54.97
CACI,2015-06-30,12 months ending,126.30,66.08,NA,27.02,16.11,-12.29,223.22,-17.44,-13.95,-31.40,-8.27,NA,0.58,-211.17,-218.86,-2.06,-29.10,33.49,45.07
CACI,2014-06-30,12 months ending,135.92,65.18,NA,15.56,30.55,-48.56,198.64,-15.28,-836.38,-851.65,-22.59,NA,-0.13,674.22,651.50,1.63,0.12,23.88,52.27
CACI,2013-06-30,12 months ending,152.68,54.08,NA,31.10,26.78,-15.30,249.33,-15.44,-111.98,-127.42,-9.94,NA,-109.97,46.89,-73.03,-0.29,48.60,13.43,76.57
CAE,2016-09-30,6 months ending,118.20,62.30,42.90,0.20,-59.20,-53.70,110.70,-113.50,-30.00,-143.50,NA,-39.30,-22.30,-46.50,-108.10,-1.40,-142.30,34.80,16.80
CAE,2016-06-30,3 months ending,69.40,32.10,24.70,-6.40,-36.60,-29.00,54.20,-54.70,-24.50,-79.20,NA,-19.00,-11.40,-78.70,-109.10,-6.50,-140.60,9.90,5.00
CAE,2016-03-31,12 months ending,239.90,121.50,96.30,25.00,-108.80,-28.10,345.80,-117.80,12.70,-105.10,NA,-56.70,8.20,-42.50,-91.00,5.70,155.40,65.10,18.50
CAE,2015-12-31,9 months ending,177.80,89.50,69.20,14.10,-90.00,34.20,294.80,-78.00,29.80,-48.20,NA,-37.40,14.10,-33.90,-57.20,21.80,211.20,43.90,14.50
CAE,2016-03-31,12 months ending,239.90,121.50,96.30,25.00,-108.80,-28.10,345.80,-117.80,12.70,-105.10,NA,-56.70,8.20,-42.50,-91.00,5.70,155.40,65.10,18.50
CAE,2015-03-31,12 months ending,204.1,108.1,81.0,37.2,-94.8,-67.0,268.6,-144.2,-34.6,-178.8,0.0,-46.3,12.7,-39.4,-73.0,8.8,25.6,54.9,34.1
CAE,2014-03-31,12 months ending,189.4,98.8,65.8,28.5,-74.9,-31.7,275.9,-157.0,-36.3,-193.3,-18.6,-40.1,22.2,-12.1,-48.6,22.4,56.4,55.7,20.9
CAE,2013-03-31,12 months ending,140.7,93.9,48.8,27.6,-65.3,-91.2,154.5,-96.7,-337.0,-433.7,-37.5,-37.1,3.9,355.2,284.5,0.0,5.3,47.0,22.6
CADC,2016-06-30,12 months ending,-15.81,1.95,NA,1.74,7.36,10.61,5.87,-0.21,5.13,4.92,6.48,NA,0.00,-18.79,-12.31,-0.17,-1.68,NA,NA
CADC,2016-03-31,9 months ending,-5.47,1.51,NA,0.00,2.08,5.55,3.67,0.00,5.16,5.16,4.50,NA,0.00,-15.21,-10.71,-0.13,-2.01,NA,NA
CADC,2015-12-31,6 months ending,-2.84,1.02,NA,0.00,2.96,-2.04,-0.90,0.00,5.21,5.21,2.30,NA,0.00,-7.30,-5.01,-0.14,-0.84,NA,NA
CADC,2015-09-30,3 months ending,-1.09,0.51,NA,0.00,1.21,6.88,7.50,0.00,0.00,0.00,3.43,NA,0.00,-12.20,-8.78,-0.09,-1.36,NA,NA
CADC,2016-06-30,12 months ending,-15.81,1.95,NA,1.74,7.36,10.61,5.87,-0.21,5.13,4.92,6.48,NA,0.00,-18.79,-12.31,-0.17,-1.68,NA,NA
CADC,2015-06-30,12 months ending,-4.16,2.13,NA,0.76,-2.24,-9.46,-12.97,-0.04,9.43,9.39,2.56,NA,1.17,-12.96,-9.23,0.07,-12.74,NA,NA
CADC,2014-06-30,12 months ending,-16.65,2.40,NA,1.65,8.94,10.70,7.04,-0.39,-9.53,-9.93,-6.73,NA,NA,21.12,14.39,-0.03,11.48,NA,NA
CADC,2013-06-30,12 months ending,-23.60,3.30,NA,-0.25,24.92,-21.52,-17.14,-0.33,-4.42,-4.75,0.12,NA,NA,23.26,23.39,0.05,1.54,NA,NA
CACB,2016-09-30,9 months ending,NA,NA,NA,NA,NA,2.56,2.56,-2.21,-15.82,-18.03,90.02,NA,0.01,0.00,90.02,NA,74.56,13.27,0.61
CACB,2016-06-30,6 months ending,NA,NA,NA,NA,NA,5.41,5.41,-1.24,90.30,89.05,263.54,NA,NA,-257.00,6.54,NA,101.01,12.61,0.30
CACB,2016-03-31,3 months ending,NA,NA,NA,NA,NA,4.46,4.46,-0.51,238.72,238.21,280.05,NA,NA,-257.00,23.05,NA,265.72,7.08,0.20
CACB,2015-12-31,12 months ending,NA,NA,NA,NA,NA,37.68,37.68,-0.75,-144.60,-145.35,197.38,NA,0.00,-95.00,102.38,NA,-5.28,8.10,1.10
CACB,2015-12-31,12 months ending,20.58,5.29,NA,16.60,0.56,-5.35,37.68,-0.75,-144.60,-145.35,197.38,NA,0.00,-95.00,102.38,NA,-5.28,8.10,1.10
CACB,2014-12-31,12 months ending,3.74,4.69,NA,-0.58,0.89,-3.20,5.54,-1.03,-29.59,-30.62,163.31,NA,0.00,-137.00,26.32,NA,1.24,8.10,0.10
CACB,2013-12-31,12 months ending,50.84,3.05,NA,-50.07,0.33,5.58,9.74,-0.21,-73.24,-73.45,197.50,NA,0.03,-165.00,32.53,NA,-31.18,3.00,0.10
CACB,2012-12-31,12 months ending,5.95,3.56,NA,-0.60,1.89,-3.12,7.68,-1.82,-10.60,-12.42,-10.68,NA,0.00,0.00,-10.68,NA,-15.41,NA,0.10
CAFD,2016-08-31,9 months ending,8.66,16.32,NA,15.28,1.97,-4.42,37.82,NA,-122.26,-122.26,-3.93,-13.49,9.97,64.99,57.55,NA,-26.89,NA,NA
CAFD,2016-05-31,6 months ending,-7.21,10.01,NA,10.22,2.62,-2.01,13.63,NA,-115.64,-115.64,-0.90,-8.84,9.97,64.99,65.22,NA,-36.79,NA,NA
CAFD,2016-02-29,3 months ending,-7.05,4.63,NA,3.54,2.67,-0.88,2.90,NA,0.04,0.04,-0.48,-4.34,9.97,0.00,5.15,NA,8.08,NA,NA
CAFD,2015-11-30,11 months ending,-24.01,4.29,NA,12.49,7.44,1.62,1.84,-223.69,4.67,-219.02,-655.39,-3.15,735.44,197.05,273.96,NA,56.78,0.44,NA
CAFD,2015-11-30,11 months ending,-24.01,4.29,NA,12.49,7.44,1.62,1.84,-223.69,4.67,-219.02,-655.39,-3.15,735.44,197.05,273.96,NA,56.78,0.44,NA
CAFD,2014-12-28,52 weeks ending,-1.22,2.34,NA,NA,4.84,-4.16,1.80,-58.46,3.23,-55.23,-11.20,NA,3.15,61.48,53.43,NA,0.00,0.69,NA
CAFD,2013-12-29,52 weeks ending,-3.83,3.22,NA,NA,4.55,1.43,5.38,-19.30,11.21,-8.08,-83.83,NA,31.92,54.61,2.70,NA,0.00,0.34,NA
CAH,2016-09-30,3 months ending,310.00,173.00,NA,NA,33.00,-412.00,104.00,-100.00,-10.00,-110.00,34.00,-149.00,-259.00,24.00,-350.00,1.00,-355.00,NA,NA
CAH,2016-06-30,12 months ending,1431.00,641.00,NA,87.00,189.00,623.00,2971.00,-465.00,-3615.00,-4080.00,23.00,-512.00,-645.00,-5.00,-1139.00,-12.00,-2260.00,NA,NA
CAH,2016-03-31,9 months ending,1096.00,465.00,NA,NA,134.00,635.00,2330.00,-284.00,-3397.00,-3681.00,23.00,-386.00,-303.00,6.00,-660.00,-7.00,-2018.00,NA,NA
CAH,2015-12-31,6 months ending,710.00,306.00,NA,NA,94.00,301.00,1411.00,-175.00,-3296.00,-3471.00,32.00,-259.00,-7.00,12.00,-222.00,-10.00,-2292.00,NA,NA
CAH,2015-09-30,3 months ending,384.00,137.00,NA,NA,46.00,-619.00,-52.00,-83.00,-1395.00,-1478.00,31.00,-131.00,-21.00,9.00,-112.00,NA,-1642.00,NA,NA
CAH,2016-06-30,12 months ending,1431.00,641.00,NA,87.00,189.00,623.00,2971.00,-465.00,-3615.00,-4080.00,23.00,-512.00,-645.00,-5.00,-1139.00,-12.00,-2260.00,174.00,635.00
CAH,2015-06-30,12 months ending,1215.00,451.00,NA,219.00,203.00,452.00,2540.00,-300.00,-549.00,-849.00,52.00,-460.00,-964.00,1432.00,60.00,NA,1751.00,150.00,529.00
CAH,2014-06-30,12 months ending,1166.00,459.00,NA,26.00,118.00,755.00,2524.00,-249.00,-601.00,-850.00,39.00,-415.00,-446.00,112.00,-710.00,NA,964.00,152.00,632.00
CAH,2013-06-30,12 months ending,334.00,397.00,NA,21.00,984.00,-9.00,1727.00,-195.00,-2180.00,-2375.00,-19.00,-353.00,-329.00,976.00,275.00,NA,-373.00,128.00,899.00
CAG,2016-08-28,13 weeks ending,190.00,92.70,NA,220.00,-47.60,-129.20,325.90,-117.40,489.30,371.90,-17.30,-109.50,-53.00,-557.90,-737.70,0.00,-39.90,NA,NA
CAI,2016-09-30,9 months ending,5.54,77.64,0.68,2.19,13.04,-5.23,93.87,-170.67,47.42,-123.25,-0.70,NA,-9.18,24.16,14.29,0.00,-15.09,29.62,0.75
CAG,2016-05-29,52 weeks ending,-665.90,373.90,NA,-290.60,1859.80,-69.80,1207.40,-440.20,2567.60,2127.40,-53.60,-432.50,268.80,-2464.10,-2681.40,-2.00,651.40,NA,NA
CAI,2016-06-30,6 months ending,10.96,47.69,0.27,1.24,7.41,-7.05,60.52,-130.29,25.53,-104.75,-0.43,NA,-7.12,30.58,23.03,0.28,-20.93,18.90,0.49
CAG,2016-02-28,39 weeks ending,-786.80,281.70,NA,-184.20,1632.80,-248.40,695.10,-290.10,2546.50,2256.40,-51.40,-323.50,208.10,-2462.70,-2629.50,-2.50,319.50,NA,NA
CAI,2016-03-31,3 months ending,7.20,23.11,0.08,0.10,2.05,-2.43,30.11,-45.87,13.13,-32.74,0.24,NA,-6.03,8.76,2.97,0.21,0.55,9.96,0.24
CAG,2015-11-29,26 weeks ending,-993.10,188.80,NA,-124.70,1451.90,-204.90,318.00,-187.10,-49.90,-237.00,-2.80,-215.00,153.30,-68.20,-132.70,-3.00,-54.70,NA,NA
CAI,2015-12-31,12 months ending,26.97,114.00,0.23,4.97,5.97,-4.78,147.37,-389.41,84.17,-305.25,-2.20,NA,-8.25,166.99,156.54,0.07,-1.27,2.34,33.12
CAG,2015-08-30,13 weeks ending,-1152.40,91.70,NA,4.10,1320.10,-170.40,93.10,-112.00,-13.50,-125.50,-1.40,-107.10,93.60,2.70,-12.20,-1.60,-46.20,NA,NA
CAI,2015-12-31,12 months ending,26.97,114.00,0.23,4.97,5.97,-4.78,147.37,-389.41,84.17,-305.25,-2.20,NA,-8.25,166.99,156.54,0.07,-1.27,2.34,33.12
CAG,2016-05-29,52 weeks ending,-665.90,373.90,NA,-290.60,1859.80,-69.80,1207.40,-440.20,2567.60,2127.40,-53.60,-432.50,268.80,-2464.10,-2681.40,-2.00,651.40,323.80,442.60
CAI,2014-12-31,12 months ending,60.38,78.45,0.38,2.17,-1.14,-0.56,139.69,-307.31,81.96,-225.35,-0.95,NA,-31.28,127.37,95.14,-1.39,8.08,0.85,32.77
CAG,2015-05-31,53 weeks ending,-240.80,380.40,NA,47.10,1337.30,-43.40,1480.60,-351.20,309.60,-41.60,-15.30,-425.20,103.80,-1093.50,-1430.20,-8.80,0.00,335.40,283.70
CAI,2013-12-31,12 months ending,64.52,67.63,0.78,3.21,-2.55,-9.40,124.19,-312.20,45.40,-266.81,-11.33,NA,1.52,181.91,172.10,-1.41,28.07,5.12,32.27
CAG,2014-05-25,52 weeks ending,315.10,354.60,NA,75.20,894.30,-70.60,1568.60,-461.10,-70.40,-531.50,-4.60,-420.90,3.70,-612.30,-1034.10,-3.80,-0.80,393.70,223.90
CAI,2012-12-31,12 months ending,64.28,48.85,0.90,6.01,-9.50,-3.72,106.83,-524.60,63.38,-461.22,-29.68,NA,51.54,336.22,358.08,-0.10,3.59,3.31,24.09
CAG,2013-05-26,52 weeks ending,786.10,418.60,NA,126.40,34.70,46.40,1412.20,-427.40,-5038.40,-5465.80,-53.60,-400.70,298.60,4288.70,4133.00,1.50,80.90,215.40,249.00
CAJ,2016-09-30,9 months ending,112086.00,185855.00,NA,NA,-1534.00,46956.00,343363.00,-162347.00,-662562.00,-824909.00,-9600.00,-163810.00,-8.00,609757.00,436339.00,-53926.00,-99133.00,713.00,73322.00
CAJ,2016-06-30,6 months ending,85296.00,122372.00,NA,NA,181.00,33358.00,241207.00,-100700.00,-675392.00,-776092.00,-7971.00,-81905.00,-6.00,609765.00,519883.00,-49431.00,-64433.00,385.00,42724.00
CAJ,2016-03-31,3 months ending,29216.00,60210.00,NA,NA,1182.00,24014.00,114622.00,-52214.00,-668015.00,-720229.00,-7221.00,-81905.00,-3.00,659847.00,570718.00,-17770.00,-52659.00,52.00,31718.00
CAJ,2015-12-31,12 months ending,231333.00,273327.00,NA,NA,12200.00,-42136.00,474724.00,-252948.00,-200671.00,-453619.00,-35648.00,-174711.00,790.00,-633.00,-210202.00,-21870.00,-210967.00,653.00,117643.00
CAJ,2015-12-31,12 months ending,231333.00,273327.00,NA,NA,12200.00,-42136.00,474724.00,-252948.00,-200671.00,-453619.00,-35648.00,-174711.00,790.00,-633.00,-210202.00,-21870.00,-210967.00,653.00,117643.00
CAJ,2014-12-31,12 months ending,265239.00,263480.00,NA,NA,21358.00,33850.00,583927.00,-218362.00,-50936.00,-269298.00,-4454.00,-145790.00,-149813.00,-829.00,-300886.00,41928.00,55671.00,462.00,111819.00
CAJ,2013-12-31,12 months ending,239516.00,275173.00,NA,16791.00,11341.00,-35179.00,507642.00,-233175.00,-17037.00,-250212.00,-15149.00,-155627.00,-50007.00,-1398.00,-222181.00,86982.00,122231.00,500.00,108950.00
CAJ,2012-12-31,12 months ending,232445.00,258133.00,NA,7487.00,11242.00,-125230.00,384077.00,-316211.00,103471.00,-212740.00,-19236.00,-142362.00,-149968.00,-8173.00,-319739.00,41853.00,-106549.00,1084.00,98096.00
CAKE,2016-09-27,39 weeks ending,107.11,64.56,NA,0.56,19.05,25.24,216.53,-71.90,NA,-71.90,8.49,-31.05,-100.08,NA,-122.64,NA,21.99,4.72,12.77
CAKE,2016-06-28,26 weeks ending,72.54,42.92,NA,1.21,12.57,22.54,151.79,-41.13,NA,-41.13,7.53,-19.58,-62.84,0.00,-74.89,NA,35.76,3.06,5.03
CAKE,2016-03-29,13 weeks ending,33.95,21.46,NA,3.16,5.92,11.80,76.31,-23.06,NA,-23.06,5.16,-9.94,-38.40,0.00,-43.18,NA,10.07,1.48,0.91
CAKE,2015-12-29,52 weeks ending,116.52,85.56,NA,1.18,28.87,3.28,235.42,-155.70,NA,-155.70,23.46,-35.97,-81.37,0.00,-93.89,NA,-14.16,6.06,30.41
CAKE,2015-12-29,52 weeks ending,116.52,85.56,NA,1.18,28.87,3.28,235.42,-155.70,NA,-155.70,23.46,-35.97,-81.37,0.00,-93.89,NA,-14.16,6.06,30.41
CAKE,2014-12-30,52 weeks ending,101.28,82.83,NA,0.20,19.17,36.17,239.65,-115.86,NA,-115.86,20.35,-30.33,-117.54,0.00,-127.52,NA,-3.73,5.43,41.07
CAKE,2013-12-31,52 weeks ending,114.36,78.56,NA,4.63,16.36,-9.12,204.78,-107.94,NA,-107.94,19.29,-27.19,-110.76,NA,-118.66,NA,-21.82,4.60,37.26
CAKE,2013-01-01,52 weeks ending,98.42,74.43,NA,-12.76,17.20,18.07,195.37,-88.15,NA,-88.15,3.01,-12.76,-62.11,0.00,-71.86,NA,35.36,4.43,40.95
CAL,2016-07-30,26 weeks ending,37.56,18.32,8.21,NA,4.05,40.43,108.56,-31.22,0.00,-31.22,3.25,-6.09,-27.23,0.00,-30.07,0.30,47.58,NA,NA
CAL,2016-04-30,13 weeks ending,17.88,9.02,4.08,NA,0.20,33.98,65.16,-18.19,NA,-18.19,3.16,-3.07,-16.28,0.00,-16.18,0.59,31.38,NA,NA
CAL,2016-01-30,52 weeks ending,81.82,35.43,16.01,10.58,27.35,-22.04,149.15,-81.21,7.43,-73.78,-1.00,-12.25,-10.22,0.00,-23.47,-1.15,50.75,NA,NA
CAL,2015-10-31,39 weeks ending,70.25,26.45,11.89,NA,17.05,-41.59,84.05,-52.77,7.43,-45.33,-0.60,-9.20,-9.53,0.00,-19.32,-0.50,18.89,NA,NA
CAL,2016-01-30,52 weeks ending,81.82,35.43,16.01,10.58,27.35,-22.04,149.15,-81.21,7.43,-73.78,-1.00,-12.25,-10.22,0.00,-23.47,-1.15,50.75,11.90,NA
CAL,2015-01-31,52 weeks ending,82.94,35.00,16.61,-3.42,9.86,-22.19,118.81,-115.10,3.12,-111.98,-1.69,-12.24,0.44,-7.00,-20.48,-1.49,-15.14,0.02,NA
CAL,2014-02-01,52 weeks ending,37.90,36.03,19.30,18.06,30.16,-37.41,104.03,-49.20,69.35,20.14,3.49,-12.11,0.80,-98.00,-105.81,-4.04,14.32,18.70,NA
CAL,2013-02-02,53 weeks ending,27.20,34.18,20.60,-3.56,22.83,96.68,197.94,-63.73,-5.00,-68.73,0.94,-12.01,-1.70,-96.00,-108.77,0.10,20.54,20.30,NA
CALI,2016-06-30,6 months ending,4.13,0.04,NA,NA,-6.24,-48.51,-50.59,-0.34,21.76,21.42,0.00,NA,NA,26.18,26.18,-0.11,-3.11,2.79,0.15
CALI,2016-03-31,3 months ending,-1.06,0.53,NA,-0.15,-0.13,3.62,2.81,-0.12,0.01,-0.11,NA,NA,NA,-4.68,-4.68,0.02,-1.96,1.55,0.06
CALI,2015-12-31,12 months ending,-12.02,2.38,NA,-0.98,6.10,-2.87,-7.38,0.00,4.93,4.92,NA,NA,NA,2.19,2.19,-0.41,-0.67,11.53,0.19
CALI,2015-12-31,12 months ending,-12.02,2.38,NA,-0.98,6.10,-2.87,-7.38,0.00,4.93,4.92,NA,NA,NA,2.19,2.19,-0.41,-0.67,11.53,0.19
CALI,2014-12-31,12 months ending,-26.88,2.62,NA,-1.37,22.22,-51.03,-54.44,-0.01,-18.19,-18.20,2.99,NA,NA,62.48,65.47,-0.07,-7.25,7.65,0.00
CALI,2013-12-31,12 months ending,0.52,0.31,NA,0.65,1.26,32.74,35.48,-0.01,-31.46,-31.48,13.46,NA,NA,-11.51,1.95,0.20,6.15,3.65,1.06
CALI,2012-12-31,12 months ending,2.58,0.34,NA,-0.76,3.69,-21.21,-15.35,-0.01,0.00,-0.01,NA,NA,0.00,16.06,16.06,0.00,0.70,3.91,3.12
CALL,2016-09-30,9 months ending,6.47,3.51,NA,0.63,3.42,-0.75,13.28,-0.26,-40.10,-40.35,0.00,NA,0.01,NA,0.01,NA,-27.06,0.00,1.30
CALL,2016-06-30,6 months ending,3.25,2.18,NA,0.94,3.59,-1.61,8.35,-0.16,-40.10,-40.26,0.00,NA,0.00,NA,0.00,NA,-31.91,0.00,1.24
CALL,2016-03-31,3 months ending,0.73,0.79,NA,1.02,2.15,2.24,6.93,-0.01,-40.02,-40.02,NA,NA,0.00,NA,0.00,NA,-33.09,0.00,0.12
CALL,2015-12-31,12 months ending,13.51,3.58,NA,12.86,3.62,-8.21,25.36,-1.02,0.00,-1.02,-1.50,NA,-20.20,NA,-21.70,NA,2.64,NA,5.21
CALL,2015-12-31,12 months ending,13.51,3.58,NA,12.86,3.62,-8.21,25.36,-1.02,0.00,-1.02,-1.50,NA,-20.20,NA,-21.70,NA,2.64,NA,5.21
CALL,2014-12-31,12 months ending,3.79,4.82,NA,-4.42,24.42,-3.58,25.02,-2.70,9.09,6.40,-1.50,NA,0.03,NA,-1.47,NA,29.95,0.00,0.28
CALL,2013-12-31,12 months ending,70.31,4.86,NA,-29.01,9.13,-20.01,35.28,-0.29,12.25,11.96,-1.50,NA,-18.70,NA,-20.20,NA,27.04,0.00,12.58
CALL,2012-12-31,12 months ending,55.85,3.30,NA,-10.95,10.07,6.99,65.26,-5.97,1.30,-4.67,-1.50,NA,-53.09,0.00,-54.59,NA,6.00,0.00,0.01
CALM,2016-08-27,13 weeks ending,-30.98,11.16,NA,NA,NA,-25.63,-45.45,-23.89,79.58,55.69,-0.07,0.00,-0.04,-1.53,-1.64,NA,8.60,NA,NA
CALM,2016-05-28,52 weeks ending,318.05,44.59,NA,19.39,-4.31,4.11,381.84,-76.12,-136.42,-212.55,-2.68,-120.94,NA,-25.29,-148.91,NA,20.38,1.07,166.84
CALM,2016-02-27,39 weeks ending,318.34,33.19,NA,NA,NA,-18.81,332.72,-55.12,-152.24,-207.36,-0.90,-99.53,-1.83,-23.62,-125.89,NA,-0.53,NA,NA
CALM,2015-11-28,26 weeks ending,254.00,22.11,NA,NA,NA,24.34,300.45,-34.03,-174.38,-208.40,-0.46,-63.07,-0.06,-22.09,-85.69,NA,6.36,NA,NA
CALM,2015-08-29,13 weeks ending,144.09,11.06,NA,NA,NA,-1.04,154.12,-15.27,-54.45,-69.71,-0.01,-15.38,0.00,-8.31,-23.70,NA,60.70,NA,NA
CALM,2016-05-28,52 weeks ending,318.05,44.59,NA,19.39,-4.31,4.11,381.84,-76.12,-136.42,-212.55,-2.68,-120.94,NA,-25.29,-148.91,NA,20.38,1.07,166.84
CALM,2015-05-30,52 weeks ending,162.28,40.71,NA,5.11,-0.15,-12.62,195.33,-82.26,-59.37,-141.63,-0.94,-48.91,0.53,-10.23,-59.55,NA,-5.85,2.31,75.53
CALM,2014-05-31,52 weeks ending,109.81,37.20,NA,7.62,-1.21,-29.51,123.92,-59.19,-40.20,-99.38,NA,-24.53,0.28,-10.74,-35.00,NA,-10.46,3.15,41.63
CALM,2013-06-01,52 weeks ending,50.76,34.17,NA,-5.75,-1.91,-19.74,57.54,-26.29,-62.05,-88.34,0.00,-30.52,0.38,-11.20,-41.34,NA,-72.14,3.54,42.67
CALA,2016-09-30,9 months ending,-28.48,0.22,NA,NA,3.67,2.34,-22.25,-0.24,20.73,20.49,NA,NA,7.25,NA,7.25,NA,5.50,NA,NA
CALA,2016-06-30,6 months ending,-19.94,0.15,NA,NA,2.46,2.08,-15.25,-0.21,12.51,12.30,NA,NA,4.17,NA,4.17,NA,1.22,NA,NA
CALA,2016-03-31,3 months ending,-9.58,0.09,NA,NA,1.20,0.69,-7.61,-0.17,9.59,9.42,NA,NA,4.24,NA,4.24,NA,6.06,NA,NA
CALA,2015-12-31,12 months ending,-32.64,0.40,NA,NA,3.71,-1.40,-29.93,-0.44,-66.33,-66.78,NA,NA,0.84,NA,0.84,NA,-95.86,NA,NA
CALA,2015-12-31,12 months ending,-32.64,0.40,NA,NA,3.71,-1.40,-29.93,-0.44,-66.33,-66.78,NA,NA,0.84,NA,0.84,NA,-95.86,NA,NA
CALA,2014-12-31,12 months ending,-21.71,0.36,NA,NA,0.69,1.43,-19.23,-0.56,0.07,-0.49,NA,NA,87.87,NA,87.87,NA,68.15,NA,NA
CALA,2013-12-31,12 months ending,-12.38,0.28,NA,NA,0.07,0.18,-11.84,-0.16,-0.01,-0.17,NA,NA,43.62,NA,43.62,NA,31.61,NA,NA
CALA,2012-12-31,12 months ending,-7.97,0.27,NA,NA,0.04,0.68,-6.99,-0.05,0.00,-0.05,NA,NA,5.97,NA,5.97,NA,-1.07,NA,NA
CALD,2016-09-30,9 months ending,-14.17,5.66,4.62,0.01,22.26,2.39,20.77,-7.78,-10.74,-18.52,-0.48,NA,88.52,0.00,88.04,-0.41,89.88,NA,NA
CALD,2016-06-30,6 months ending,-10.22,3.58,2.83,0.05,15.04,1.69,12.97,-4.37,-11.23,-15.60,-0.09,NA,0.13,0.00,0.04,-0.31,-2.90,NA,0.47
CALD,2016-03-31,3 months ending,-4.54,1.69,1.36,0.07,6.99,0.53,6.11,-1.79,-0.10,-1.89,-0.08,NA,0.38,0.00,0.30,0.07,4.60,NA,0.26
CALD,2015-12-31,12 months ending,-13.15,6.01,5.69,0.03,20.54,7.35,26.47,-13.96,-21.73,-35.68,-1.71,NA,65.79,-11.48,52.59,-0.35,43.03,0.00,0.54
CALD,2015-12-31,12 months ending,-13.15,6.01,5.69,0.03,20.54,7.35,26.47,-13.96,-21.73,-35.68,-1.71,NA,65.79,-11.48,52.59,-0.35,43.03,0.12,0.54
CALD,2014-12-31,12 months ending,-11.56,5.50,4.97,-0.09,8.67,1.66,9.15,-8.23,-5.77,-14.00,-0.63,NA,3.13,8.54,11.04,-0.28,5.91,0.28,0.18
CALD,2013-12-31,12 months ending,-21.41,4.46,4.83,0.24,16.74,8.90,13.75,-2.34,4.82,2.47,-2.90,NA,5.33,-6.69,-4.26,-0.06,11.89,2.60,0.16
CALD,2012-12-31,12 months ending,-27.70,3.11,5.09,0.20,13.05,4.54,-1.71,-12.89,14.59,1.70,-2.66,NA,2.88,-1.22,-1.00,0.02,-0.98,NA,NA
CALX,2016-09-24,38 weeks ending,-15.92,6.28,4.99,NA,10.70,-0.80,5.26,-5.36,20.17,14.81,1.12,NA,-12.79,NA,-11.68,-0.25,8.14,NA,NA
CALX,2016-06-25,25 weeks ending,-16.55,4.13,4.18,NA,5.92,7.71,5.39,-3.08,11.67,8.59,1.36,NA,-12.79,NA,-11.44,-0.12,2.42,NA,NA
CALX,2016-03-26,12 weeks ending,-10.73,1.96,3.36,NA,2.83,7.84,5.27,-1.45,7.02,5.57,-0.25,NA,-12.79,NA,-13.05,-0.05,-2.26,NA,NA
CALX,2015-12-31,52 weeks ending,-26.33,10.26,18.56,NA,14.74,-22.57,-5.34,-7.28,11.94,4.67,2.40,NA,-26.54,NA,-24.14,-0.39,-25.20,0.13,0.48
CALX,2015-12-31,52 weeks ending,-26.33,10.26,18.56,NA,14.74,-22.57,-5.34,-7.28,11.94,4.67,2.40,NA,-26.54,NA,-24.14,-0.39,-25.20,0.13,0.48
CALX,2014-12-31,52 weeks ending,-20.81,9.26,18.56,NA,16.64,14.43,38.08,-11.96,-63.48,-75.44,1.91,NA,1.67,NA,3.58,-0.12,-33.92,0.16,0.07
CALX,2013-12-31,52 weeks ending,-17.27,10.18,18.56,NA,18.84,10.50,40.82,-6.99,0.00,-6.99,1.07,NA,0.75,NA,1.82,0.10,35.75,0.06,0.10
CALX,2012-12-31,52 weeks ending,-28.33,8.56,17.75,NA,16.67,13.03,27.68,-10.18,-12.00,-22.18,2.32,NA,0.19,0.00,2.51,0.04,8.06,0.07,0.12
